	Prognosis	A_I_phase_1	A_I_phase_2	A_R1_phase	Maintenance therapy	protein_cluster
ENSG00000188352	2.128391433	0.18485188	1.6849619	2.1374624	0.204323947	3
ENSG00000188921	0.48719582	0	0	3.3255756	1.698478633	6
ENSG00000137055	2.193487967	0	1.1304232	3.9170387	1.507878633	7
ENSG00000197579	2.634247233	0	1.3071556	4.141344	1.910682067	7
ENSG00000235453	1.3717378	0	1.327818	0.40416655	1.366754967	1
ENSG00000137074	1.671893687	0	0.10114023	1.5023671	0.184014021	1
ENSG00000086061	3.386722167	0	1.8256682	5.006545	2.778648733	7
ENSG00000122692	3.067243567	0	1.1699536	3.4846597	1.843382267	7
ENSG00000086062	4.177831967	2.8931847	4.4121447	5.1539483	3.702077533	7
ENSG00000107262	2.5261519	0	0.4853349	1.8482848	1.8956181	1
ENSG00000086102	2.761969967	0	1.3542875	3.6285229	1.094858233	7
ENSG00000165272	4.1641007	3.2550278	3.27974	0.57848257	2.066986567	5
ENSG00000165271	3.721807533	2.8742914	2.698287	2.177176	1.084963833	2
ENSG00000107341	4.470700267	1.9081613	3.1299188	4.638652	3.488572933	7
ENSG00000137073	3.742825067	1.6897138	3.0166404	3.1304896	1.776344067	1
ENSG00000198876	3.347335267	0.9141957	1.9055498	3.644736	4.2836094	6
ENSG00000165006	4.338748367	2.4121187	3.9267974	4.825279	4.139814433	7
ENSG00000164970	2.286083767	1.0962932	1.4757704	1.2420009	1.350044367	2
ENSG00000137100	3.9942086	2.5138352	2.8097792	2.6006315	2.407794233	2
ENSG00000147955	4.458210933	2.105706	2.4182913	2.0503483	1.895877133	2
ENSG00000213930	2.5829817	1.9147667	2.0106554	1.122632	0.485473513	5
ENSG00000258728	3.772512233	3.7418425	4.0593023	1.7574756	1.4260817	4
ENSG00000137070	2.241348933	1.6292027	1.7633771	1.7831829	0	2
ENSG00000137094	0.452953823	0	0	0	0	2
ENSG00000165280	5.311272533	2.8105862	3.337766	4.2135563	3.060062133	1
ENSG00000221829	3.458333067	1.5099126	1.5428573	1.8103073	0	2
ENSG00000165282	2.072294667	1.0417534	1.2852217	0.655057	0.381563633	2
ENSG00000165283	5.378778633	3.1851609	2.8744147	2.1778708	1.9598045	2
ENSG00000005238	1.12148142	1.6835127	2.2818437	2.8038883	2.952839067	6
ENSG00000198853	1.612386067	1.3955868	0.9670121	1.3265834	0.637085333	2
ENSG00000107140	2.934257267	2.9040506	2.227624	0.94628984	1.6154671	5
ENSG00000277027	14.29071933	15.656881	15.174854	8.470998	10.21196333	4
ENSG00000137135	0.496072567	0	0	1.4374584	0	7
ENSG00000137076	6.348045833	5.552029	5.9780617	6.2308893	5.244759333	3
ENSG00000107175	3.824380067	2.560337	2.8774548	2.0589712	2.3213686	5
ENSG00000070610	3.313300133	2.6689312	2.5585093	3.0432723	2.209687933	1
ENSG00000107185	2.978765967	1.6506082	2.1430597	2.4509752	1.718074967	1
ENSG00000215183	1.8644489	0.5300051	1.3499994	1.459532	0.396759867	1
ENSG00000122694	4.1864942	2.6393583	4.060327	6.550317	4.510588533	6
ENSG00000122705	3.257246767	0.91057926	2.30592	3.4596407	2.117229267	1
ENSG00000159921	2.126567833	0	1.0186967	2.139477	0.4710977	1
ENSG00000137075	3.273391167	1.5046846	2.9689608	3.304128	2.284518667	1
ENSG00000281649	2.4917775	0.121395655	1.6119089	3.4704814	1.249275433	7
ENSG00000147905	2.143332433	0	1.6156304	3.5555348	1.359554167	7
ENSG00000137106	2.9111484	1.5056133	1.6593128	1.1430519	1.418546533	2
ENSG00000168795	2.761993933	0.3068398	1.4960626	2.3758988	0.589874457	1
ENSG00000122741	1.02676244	0	0.11484704	3.0029066	0.56964518	7
ENSG00000122696	2.001207533	0.13409427	0.97997296	2.620955	0.69182365	7
ENSG00000276291	3.743430367	3.983784	4.514665	3.2600625	1.749481767	4
ENSG00000147996	0	0	0	2.7969735	0	6
ENSG00000187866	1.065758417	0.087968096	0.9831731	2.8907542	0.9382137	6
ENSG00000119139	1.6035429	1.465674	1.9018737	0	0.232236733	4
ENSG00000283143	2.008902867	2.4072423	2.8873854	0.95500463	0.770092687	4
ENSG00000188647	2.269808667	0.35947773	2.9115136	3.5343812	0.9741867	3
ENSG00000198887	1.5311427	0.31131995	1.759625	4.041259	0.405497787	7
ENSG00000135048	0.466714333	0.094965056	1.5124696	4.2224946	1.860791533	6
ENSG00000107362	3.6831695	2.473057	3.2326164	1.1254456	0.571040887	5
ENSG00000107372	3.855273867	3.2964623	3.789968	4.780244	2.7566212	3
ENSG00000135046	3.895114467	0	3.2187622	7.260064	3.080449567	7
ENSG00000156017	2.2351907	0	1.8034074	1.9717567	0.510157653	1
ENSG00000187210	1.907639567	1.112921	2.0465646	3.087666	0.37312208	3
ENSG00000197969	2.526414233	0.20094304	2.7954829	2.9475207	0.21486855	3
ENSG00000156052	5.301104567	3.293446	4.5897093	5.804634	3.047382667	3
ENSG00000106829	2.5332171	3.1268082	4.1389	4.5780263	2.722887667	6
ENSG00000196781	1.192307	1.9707577	2.6567771	2.1460752	0	3
ENSG00000165105	3.015324767	4.5653667	3.971988	2.2191565	0.7335047	4
ENSG00000135018	4.615745833	2.6291444	4.4373126	3.8310442	2.5006721	2
ENSG00000165119	7.094615467	4.74138	6.145438	6.4760365	4.325748433	1
ENSG00000135049	3.5638032	1.5627522	4.1464577	6.1761622	3.2618211	7
ENSG00000135040	2.395442733	0	2.443557	2.8666155	0.275435853	3
ENSG00000135070	2.658559733	1.0052233	2.3896046	2.2073638	2.159603033	1
ENSG00000083223	2.4741705	0.32992113	2.969267	5.926099	2.763400567	6
ENSG00000196730	3.197170033	1.3671933	2.6213038	3.1202295	1.940420667	1
ENSG00000106723	4.513978867	1.2791065	2.4030442	3.9349492	1.013214867	1
ENSG00000187742	3.164049667	1.5206139	3.0869975	4.219	1.156158467	3
ENSG00000187764	4.5775048	4.0261345	4.5767803	4.1582923	3.099115667	2
ENSG00000165025	4.911870967	3.2115855	3.6949294	6.190619	3.9567793	7
ENSG00000148090	2.018068333	2.9300563	3.1690454	1.7872006	0.66972002	4
ENSG00000090054	3.255201433	0.91874355	3.1140106	4.207219	2.145951333	7
ENSG00000196305	4.5161118	1.1938952	2.9995656	3.172259	0.953301167	1
ENSG00000198000	1.385427133	0	0.79956186	2.4924867	0.050846153	7
ENSG00000188312	1.264983033	0	0	1.9851139	0	7
ENSG00000127080	0.953068867	0	0.28494254	0.7186695	0	1
ENSG00000185963	3.952081367	3.612565	3.5885797	3.5545528	2.666862967	2
ENSG00000187984	6.1776611	5.98772	5.8604994	3.1346333	2.631357567	5
ENSG00000127081	1.323879847	0	1.4836566	3.168007	0	3
ENSG00000127084	4.433707567	5.3609657	5.639807	3.9174416	3.599814333	4
ENSG00000157303	2.113515373	1.1438475	1.4539952	2.4897838	1.887568267	7
ENSG00000165233	3.627274533	4.993572	4.7128773	1.2280176	2.775665333	4
ENSG00000131669	4.6108881	5.541299	6.4352784	3.1754854	4.489298167	4
ENSG00000188938	3.791143433	3.4144595	3.66103	2.6623778	1.996846667	5
ENSG00000048828	5.1120162	3.9209206	4.880165	5.1152945	3.091507	3
ENSG00000197724	4.405414233	4.6608443	5.5759525	3.4452307	2.2023836	4
ENSG00000175787	0.478729265	0.93453825	1.1147995	0.49713796	0	4
ENSG00000148110	3.616393933	1.9062835	2.5992548	5.3340673	3.586939867	6
ENSG00000158169	0.7559553	0	0.03763509	0	0	2
ENSG00000175611	0.395573137	0.55311906	1.3301055	0.33028984	0.017548884	4
ENSG00000182150	1.906495633	0	1.6953449	2.426322	0.160951053	3
ENSG00000165244	2.088290267	1.1750195	1.348347	3.7912664	0.024344903	3
ENSG00000196312	2.077336467	2.6464667	2.8395283	3.5956435	0.412759967	3
ENSG00000188152	1.160919867	0.9228425	0.30386782	2.2165844	0	3
ENSG00000136925	1.830717767	0	0.8697608	1.4297056	0	1
ENSG00000136937	3.312041833	0.87841743	3.1286516	4.2630887	0.7883043	3
ENSG00000136938	6.354617467	3.573115	4.493865	6.303512	3.049649567	1
ENSG00000095380	3.2118001	0.849169	1.3052781	2.2664573	1.848611733	1
ENSG00000106785	4.6550015	3.4687684	3.8415208	3.7965593	1.9686964	2
ENSG00000106789	2.8528879	2.8539011	2.9862237	3.8665342	0.943666783	3
ENSG00000095383	1.593654983	3.603831	3.684483	1.7428768	2.4767601	4
ENSG00000165138	1.863531133	0.24886337	0.28325343	0	0	2
ENSG00000106799	1.473151553	0	0.90493286	4.045797	1.799519533	6
ENSG00000119523	3.1823528	2.519698	3.4868708	2.5275693	1.130416133	2
ENSG00000106803	4.9688116	3.6049764	4.8025203	3.379358	1.938569733	2
ENSG00000136874	2.3634969	1.0089219	2.5045695	2.6834638	0.7531557	3
ENSG00000119509	2.526235667	1.4096171	2.4939897	2.0557775	0.066266487	2
ENSG00000136891	2.778929633	0.58352226	2.1810515	3.0461106	0	3
ENSG00000066697	2.193941433	0	0.056292728	2.098449	0.842441267	1
ENSG00000136897	1.683896667	0	0	1.2133491	0.769064233	1
ENSG00000136870	1.896667833	1.5726092	2.3431187	3.789047	0.426561693	3
ENSG00000165029	0.7851467	0.977314	1.0249745	2.8674984	2.194910233	6
ENSG00000070214	1.7504348	0	0.5341939	3.273903	0.39346353	7
ENSG00000119318	3.9409075	2.2058423	3.1796443	4.895664	3.274025667	7
ENSG00000070061	3.125099667	1.5054137	2.799514	2.9807773	0.609709017	3
ENSG00000106771	2.622649967	0.8638648	2.3161707	2.4657712	0.4252376	3
ENSG00000157654	4.877831	2.708056	4.0728173	1.7303709	0.07643238	2
ENSG00000241978	4.563929667	3.1063418	3.9141538	1.6530291	0.087455767	5
ENSG00000136810	7.307258333	3.9415047	5.877768	7.6233745	4.258468	1
ENSG00000136813	2.688475745	0.43668142	2.7217927	4.264	1.444782133	7
ENSG00000242616	2.027342367	0	1.8193938	4.9309916	4.1826981	6
ENSG00000148154	1.536187133	0	1.263807	5.644612	1.575971367	6
ENSG00000106868	2.2229105	1.5076458	2.7468898	3.8858206	2.164335633	6
ENSG00000119314	4.640127367	2.1080499	4.058703	6.307481	3.553837167	7
ENSG00000165185	2.548879233	1.3204497	2.3366082	1.5261623	0	2
ENSG00000148153	2.421535467	0	0.41312328	2.5527391	1.376813067	7
ENSG00000119321	2.298106467	1.0093559	1.3909998	3.7787585	2.651724933	6
ENSG00000136868	1.498541367	0	0.53799033	2.9025269	1.1561457	7
ENSG00000136875	3.059619667	0.5530028	1.1629412	2.1554258	1.058553167	1
ENSG00000119431	3.178755867	3.2916887	2.5786276	1.1988486	0.627549067	5
ENSG00000148218	3.1760207	1.8013395	1.6388142	3.5931268	1.5540942	1
ENSG00000148229	5.8436673	2.8871322	3.5040016	5.236553	2.398985233	1
ENSG00000138835	1.137534767	0.59200984	0.9904441	0.73464024	1.6719688	6
ENSG00000157657	1.899308077	0.31512883	0.31370193	0.2548072	0	2
ENSG00000106948	5.354235467	6.289192	6.235213	5.162733	4.039135	4
ENSG00000136888	4.6771111	3.268289	4.184494	3.722339	2.674540867	2
ENSG00000157693	3.0304053	1.4940826	2.120323	1.5596306	1.043674233	2
ENSG00000148219	0.817811693	0	1.0452346	3.3018465	0	7
ENSG00000136869	0.5710431	0	0.6748992	5.468462	3.718807667	6
ENSG00000136861	2.6729766	0.5009829	1.5477785	4.001683	1.291628533	7
ENSG00000106780	2.910689133	0.4035266	1.6796002	6.946647	3.7431832	6
ENSG00000119402	3.1898071	1.4330333	2.1836069	4.242906	1.512597967	7
ENSG00000119403	3.15059	2.6927495	2.8332005	2.4777057	0.881971067	2
ENSG00000056558	1.018287167	2.5725923	3.2481918	2.025381	1.261580767	4
ENSG00000119397	2.255731033	0.78918	2.4917517	5.044889	0.699428733	7
ENSG00000119396	4.073645167	2.7705739	4.180069	4.525285	2.6772074	3
ENSG00000148180	0.444087267	0.13876458	0.93795675	2.8478057	1.991444467	6
ENSG00000283299	1.8875345	2.269543	3.0459635	4.270471	3.374511533	6
ENSG00000283430	1.9342012	2.317287	3.0931134	4.318292	3.4061858	6
ENSG00000148175	2.127663113	0.61944085	2.1848652	7.1197033	3.950580433	6
ENSG00000148187	1.211981533	0	0.55657506	0.8287363	0	1
ENSG00000136940	1.143112787	0	0.35974848	1.1719849	0.284158397	1
ENSG00000056586	2.541941267	0.40493274	2.2113898	2.5250144	1.340638533	1
ENSG00000011454	2.433167233	0	1.749612	3.0633605	1.015853667	7
ENSG00000119522	1.804327667	1.1115165	1.9654422	2.948707	1.421842567	7
ENSG00000119408	0.728996567	0	1.3519179	3.840014	2.801056733	6
ENSG00000136930	5.917753833	3.348545	4.332891	4.6174064	2.570785667	2
ENSG00000136942	8.376739667	7.960214	7.9167604	5.0641613	4.131175333	5
ENSG00000136950	2.733726967	1.8142669	2.7723477	3.288943	1.087050433	3
ENSG00000136935	0.767660253	0.08259087	1.438191	2.5111794	0.619548667	6
ENSG00000119414	3.8384869	1.1653844	2.9372816	3.6969843	2.521655667	1
ENSG00000136933	2.835401233	0.7971034	1.4877468	1.0963405	1.0817666	2
ENSG00000044574	5.485082133	3.5640213	4.3425493	6.7778077	3.625273067	7
ENSG00000165219	2.716286267	0.97949034	2.4099443	3.7134583	1.591349367	7
ENSG00000119487	4.073177933	2.2677426	3.0795314	3.0739625	1.824857533	2
ENSG00000167081	1.619801533	0	0.48521462	2.4018219	0.555380047	7
ENSG00000196814	2.5434975	2.096036	2.5175385	2.2412057	0.62285588	2
ENSG00000177125	2.013362733	0.05912575	1.4598272	3.0579534	1.883029167	7
ENSG00000197958	7.992840667	6.2678485	7.17946	6.342652	4.221032667	2
ENSG00000148356	2.921606367	3.306748	3.7139018	2.4839866	1.538198967	4
ENSG00000160404	2.697811533	2.3265808	2.401038	0.5588924	1.599205333	5
ENSG00000095370	3.868314233	4.963935	4.7094436	2.985107	3.334318433	4
ENSG00000136807	5.537294633	5.7811813	6.14028	3.8008077	3.118603167	4
ENSG00000136877	5.156693033	5.4399476	4.880728	1.468262	1.4972201	4
ENSG00000106991	1.74422511	1.6485212	1.7474972	0.72913235	1.276292367	4
ENSG00000160408	2.232965233	1.6802006	1.8284656	0	0.840005367	5
ENSG00000136840	3.6107988	3.882145	3.8255665	0.16122447	1.7099441	4
ENSG00000136908	3.4417847	2.7337532	2.6935306	1.9570577	1.957054267	5
ENSG00000167106	4.056469467	4.3409047	4.3330283	0.6932527	1.990045467	4
ENSG00000171169	2.393715733	2.1713192	2.647385	0.6704852	1.138621533	4
ENSG00000148339	2.903701833	2.9361737	3.255761	0.82832205	0.5080872	4
ENSG00000148334	3.769628533	4.7700224	4.419143	0.974774	1.1870947	4
ENSG00000232850	2.259137867	1.5512707	2.1936536	4.065854	1.3784768	7
ENSG00000148346	3.360426767	0.41978624	1.438705	8.527943	3.209462333	6
ENSG00000171159	5.784298767	6.985597	6.4386697	1.344053	2.892527567	4
ENSG00000148337	4.8667899	4.6085496	4.6335216	2.64276	1.713453233	5
ENSG00000167110	2.260193067	1.763734	2.38931	2.655385	1.518613167	3
ENSG00000167112	3.458801333	2.170974	1.8104848	0.63513696	0.31730805	5
ENSG00000167113	3.296606667	3.3683934	2.7335687	1.5583657	0.617007967	5
ENSG00000167114	3.657178833	3.4362714	2.8426445	0.12981392	1.112165433	5
ENSG00000167118	4.70953	4.409853	4.00916	2.7997813	1.6811632	5
ENSG00000136811	3.7005535	2.2558103	2.4062743	3.35609	1.034012133	3
ENSG00000119392	4.1981795	2.1675189	3.1317844	3.598523	2.238241833	1
ENSG00000197694	5.711141833	5.0287356	4.985075	3.7405765	2.340530867	5
ENSG00000119335	6.7335303	2.8718722	4.114056	5.6672025	2.908087133	1
ENSG00000160447	2.016579233	1.8405745	1.2186865	0	0.489993067	5
ENSG00000160446	3.047790067	3.385702	2.8442628	0.6020108	2.249835333	4
ENSG00000160445	4.658407	4.5771823	4.3736176	2.2648554	3.157306333	5
ENSG00000107021	3.622724667	3.6069298	3.1876843	1.894361	1.655387433	5
ENSG00000198917	3.629718033	3.2943947	3.440002	1.6373212	0.804584433	5
ENSG00000171097	2.1295512	3.118855	3.217598	0	0.11168708	4
ENSG00000136802	4.149357567	5.0042663	5.6343937	1.7300789	2.1771844	4
ENSG00000175283	2.540082933	2.7280822	3.041915	0.17294857	0.863190053	4
ENSG00000095319	4.340125333	2.8147357	3.3371441	3.0110729	0.950957667	2
ENSG00000148341	4.735257567	5.1112356	4.5701566	1.4247578	1.6581099	4
ENSG00000148343	2.670497733	3.6122131	3.0435274	1.0173649	0.721544	4
ENSG00000095321	1.419346533	2.688419	2.6003163	1.0556878	1.726281	4
ENSG00000119383	5.3287999	4.7313924	4.2899065	2.6478047	2.349711667	5
ENSG00000204054	0.860511933	0	0.19465542	0.5537445	1.8197314	6
ENSG00000148335	2.140971667	1.2875981	1.4302598	0.33960512	0.45385814	5
ENSG00000148331	3.641288567	3.7030156	3.6636078	1.7423028	2.003619367	4
ENSG00000136816	2.592660233	1.4832951	1.8001868	2.7464993	2.3531886	7
ENSG00000136827	3.751630067	2.1863031	2.9179165	3.9034781	2.521621433	1
ENSG00000136819	2.610998967	0.63428515	2.046758	2.5661564	1.76828	1
ENSG00000136878	5.215503867	5.326302	4.7667847	3.1104484	1.831169733	5
ENSG00000187239	5.805899233	4.2324266	4.2894998	5.0063033	3.209815467	2
ENSG00000148358	2.796127333	0.9302128	2.0982144	3.1560118	1.446340167	1
ENSG00000107164	2.809988067	1.4673821	2.1173575	1.837398	0.555232333	2
ENSG00000130713	3.449688667	1.101257	1.8221182	2.0408351	0.493308663	2
ENSG00000097007	4.702356333	3.403458	3.1656327	2.477386	1.240617	2
ENSG00000126883	3.779041633	2.7261372	3.1628163	3.7486243	2.005074233	3
ENSG00000236986	2.3469016	1.3198553	2.1039453	2.3706584	0.8410264	3
ENSG00000126882	4.215126267	3.499383	3.8925006	3.0498087	2.779353	5
ENSG00000130723	5.031648767	4.218254	4.902434	4.0057325	2.2784428	2
ENSG00000130714	2.792579567	3.6224842	3.5936344	1.1194643	0.014138509	4
ENSG00000130717	3.718084667	3.082279	3.1796637	1.20422	1.623963567	5
ENSG00000107263	5.054055733	4.5681963	5.140746	4.122767	3.388485933	2
ENSG00000196358	2.968869033	3.2742414	2.6252532	3.9558444	1.430659767	3
ENSG00000107290	3.320872333	0.7043023	2.2177496	5.134402	2.1895398	7
ENSG00000125485	1.6819366	0.34651062	2.1374626	0.9705246	0	2
ENSG00000125484	2.999096733	2.5847943	3.6770902	1.4803792	0.409784933	4
ENSG00000165699	2.493381933	2.3462868	3.3031342	3.1109676	0.720668533	3
ENSG00000148308	5.283227567	5.4999495	5.489364	1.7517484	1.6198742	4
ENSG00000160271	3.948260733	3.967327	4.013515	1.2093787	1.6387882	4
ENSG00000148296	2.6991036	1.8140899	1.8397629	2.6345012	0.9869208	3
ENSG00000148297	3.169536667	2.7714603	2.650071	1.8878515	1.2105766	5
ENSG00000148303	9.875607667	8.095952	8.610255	7.470408	4.985421333	2
ENSG00000148290	3.933566033	3.5969057	3.7259445	0.98105687	2.2283298	5
ENSG00000148248	6.208405567	5.037724	5.6266775	4.761355	3.235962333	2
ENSG00000148300	3.4902087	2.5356407	2.6366944	1.7339385	0.7375686	2
ENSG00000160325	2.9099734	4.0340877	3.2458634	0	0.247938117	4
ENSG00000235106	2.305329167	1.7575914	1.7425916	0.31147602	0.14947997	5
ENSG00000169925	4.252195167	2.9876544	3.473762	2.7165225	1.965036233	2
ENSG00000196363	4.527633233	2.4160745	2.7832067	1.6641285	1.0843134	2
ENSG00000186350	1.230273233	1.6660976	2.330689	2.9163408	3.110921167	6
ENSG00000085265	3.083912467	4.6849113	5.49158	7.366021	4.686067733	6
ENSG00000122140	3.9275845	3.0423584	2.7061596	0.9560879	0.8654256	5
ENSG00000130559	2.8307897	2.406451	2.6208563	1.7407802	0.807694767	2
ENSG00000130560	3.154093167	2.3436482	2.8294072	2.9011145	1.839574733	3
ENSG00000238227	4.0489767	4.758655	3.9044468	0	2.361564467	4
ENSG00000165661	3.526149367	3.6324203	4.028441	3.032799	0.164906352	2
ENSG00000187796	0.392966923	1.0255705	1.0775847	0.23616649	0.493208367	4
ENSG00000165684	2.184411267	2.5623868	2.4297106	1.2453678	0.477928653	4
ENSG00000165689	3.226371	2.097352	2.3513565	1.2278044	0.9976889	5
ENSG00000165688	3.074125667	2.154473	2.6138742	1.4955821	0.7511323	2
ENSG00000148384	2.175584633	2.1966836	2.5215979	0	0	4
ENSG00000148396	4.998594767	4.6567335	5.0349007	4.37697	3.000435833	2
ENSG00000148400	5.9132601	5.354556	4.914015	3.3132606	3.789624133	5
ENSG00000169692	4.108228267	4.5435863	3.719606	1.8025467	2.826975267	4
ENSG00000165716	1.059942432	0.58479327	0.40811473	0	0.51523651	5
ENSG00000233016	2.8473812	2.8361661	2.5298445	0.080793135	0.237883407	5
ENSG00000244187	3.467314333	4.081375	3.4185677	0.09346238	1.1387967	4
ENSG00000273066	0.799032843	1.4714998	1.4153522	0	0	4
ENSG00000196642	4.0119742	3.8027372	3.8888102	1.8769697	1.191233433	5
ENSG00000054148	4.675554567	4.165217	3.9179878	2.1879315	1.8273191	5
ENSG00000177943	1.2325267	2.4429104	2.153032	0	0	4
ENSG00000107223	5.402692233	4.9938245	5.3615537	3.7562315	2.724583267	5
ENSG00000127191	2.7436761	2.7158217	2.2930791	0.15888807	0.291545997	5
ENSG00000159069	4.848573667	5.771708	5.053679	2.358511	2.8028958	4
ENSG00000107331	3.241826833	5.6723804	5.2074404	0.90118396	1.781802633	4
ENSG00000197355	1.883641333	2.6468298	1.6777464	0	0.56486224	4
ENSG00000177239	3.267212	3.9538984	3.7182686	1.3253503	1.186024467	4
ENSG00000176978	5.591260767	6.4791365	6.0011425	1.7902225	2.558882333	4
ENSG00000176248	3.321638267	3.8538816	3.7293084	1.496707	1.204721033	4
ENSG00000176101	5.792046	6.073624	5.3644853	1.8345227	3.0693015	4
ENSG00000176058	1.772481033	1.8152918	1.0790535	0	0	5
ENSG00000187713	4.1142767	2.8241932	3.5198023	2.237507	1.801618433	2
ENSG00000283590	0.983115513	0.4933484	0.36319393	0	0.49781262	5
ENSG00000188566	3.4745084	4.630825	4.3432894	0.31275696	1.263274633	4
ENSG00000188229	6.853765167	6.505388	6.539379	4.553123	4.006516567	5
ENSG00000188986	4.7608716	4.922492	4.533227	1.6729163	2.163178533	4
ENSG00000165802	0.525572547	2.6092587	2.7838502	0	1.122933967	4
ENSG00000148399	2.6750113	3.1977694	3.1569757	1.8161513	0.08780402	4
ENSG00000197070	3.4629826	4.429738	3.9376347	2.0335662	2.0315156	4
ENSG00000181090	2.6710355	2.660919	2.9108438	1.6566416	0.8703898	4
ENSG00000255585	1.130688733	1.3800466	1.7249236	1.6836431	0	3
ENSG00000015171	2.689568233	0	0.6798147	3.1476622	0.613171217	1
ENSG00000107929	2.904705833	1.551428	2.0718966	4.404047	1.910509933	7
ENSG00000107937	2.061035333	0.5324362	1.2645383	2.336403	0.250118541	3
ENSG00000067064	2.04305071	0.7350472	1.8327273	3.8178034	1.881736367	6
ENSG00000047056	1.972954233	1.8318459	2.6034606	2.4740543	1.7212425	3
ENSG00000067057	5.3319997	4.456063	4.56256	2.078057	1.562028433	5
ENSG00000107959	3.3089269	1.2448149	2.4268353	2.1953611	0.889875767	2
ENSG00000067082	6.373119167	4.704152	5.774708	6.3757186	4.5370107	3
ENSG00000173848	2.754719667	0	0.08379483	2.9466472	0.186275633	1
ENSG00000108021	2.539381333	0	1.588112	3.520989	0.436804333	7
ENSG00000057608	5.7145765	1.4442054	3.2009485	5.8705897	3.484041433	1
ENSG00000134452	3.3919455	2.2250657	2.7687151	2.8793645	1.4665	2
ENSG00000134453	2.6759087	1.4834238	2.501405	3.6531303	0.702967583	3
ENSG00000170525	2.7045315	2.680371	3.597583	4.915577	3.495668567	6
ENSG00000065675	4.5796526	3.085436	4.1734023	3.2276921	1.718444733	2
ENSG00000237943	2.689882967	1.9947356	2.529378	1.2255455	0.480363607	5
ENSG00000198879	1.032392467	0	0.43565118	2.1041384	0.339713067	7
ENSG00000165629	6.368958667	2.6828306	5.125498	3.4805684	3.127512333	2
ENSG00000165632	2.142206067	0.27181962	1.2850957	2.7394173	0.811454433	7
ENSG00000048740	4.262418567	3.1438055	3.9026365	6.158287	2.945437267	7
ENSG00000181800	2.675713067	1.4511683	2.0620787	6.085697	2.142109733	6
ENSG00000148429	1.1861123	0	0	1.6744245	0.020120274	7
ENSG00000151461	2.662352133	0	1.6020355	4.664911	1.7207663	7
ENSG00000181192	3.4184245	1.873717	2.4500537	2.6913478	2.079457833	1
ENSG00000065665	1.3371986	0	1.1688241	2.5349233	0.256092667	7
ENSG00000165609	3.119065767	0	1.1049409	2.8117719	1.413654867	1
ENSG00000151465	4.184412733	0.78190094	3.1027384	4.5000978	2.775117867	7
ENSG00000183049	2.5272088	1.796793	2.489645	3.0457582	2.0607884	7
ENSG00000123240	1.396136567	1.2194577	2.7114062	2.2460828	1.679343467	3
ENSG00000086475	3.993720167	1.0410715	1.7541113	2.199578	0.511737707	2
ENSG00000065809	2.5112042	0	1.9334295	5.947825	2.683404233	6
ENSG00000187522	2.1370311	0	0.9209493	1.679426	0.670295833	1
ENSG00000152457	1.008839323	0	1.0829865	2.938523	0.49207838	7
ENSG00000152464	1.950420667	0.29331884	1.9497348	1.1568807	0.746596967	2
ENSG00000148481	1.886995033	0.44861794	3.1832516	3.028752	1.862811667	7
ENSG00000165983	1.489327167	0	0.8508209	0.6813313	0.232448287	1
ENSG00000148484	3.963804733	2.5325785	4.02428	4.810478	3.784990833	7
ENSG00000107614	1.12078275	0	0.72168916	1.7641838	0	3
ENSG00000229124	6.559199333	7.594785	7.5141897	4.573119	4.854420667	4
ENSG00000026025	7.470029867	7.0135655	7.5472627	7.866856	5.288610667	3
ENSG00000136738	3.805359267	1.2623204	2.7878315	4.054945	1.543494467	1
ENSG00000241058	1.6150917	0	2.0136619	2.1711397	0.40645002	3
ENSG00000120594	0.085055234	0	1.859857	3.7424064	2.556959433	6
ENSG00000078403	2.611066067	1.3464015	2.169444	4.099752	0.988592	3
ENSG00000148444	1.681766967	0.7948221	2.5090206	0	0.1826057	5
ENSG00000269897	3.7369698	1.5885751	3.4839885	3.9528186	1.002527533	3
ENSG00000168283	2.133601467	1.2183584	1.6501907	1.7480669	0.096726307	2
ENSG00000150867	4.0309136	1.5404348	3.0798943	5.3231425	3.955376767	7
ENSG00000148450	2.686236933	1.2988732	0.9175482	1.1475569	1.3561421	2
ENSG00000165312	2.341199733	2.080018	3.3355515	2.3568978	2.416975	4
ENSG00000107863	2.335485	0	0.94332933	1.499255	0.75726175	1
ENSG00000077420	4.917267133	3.1686835	4.0835357	5.8403244	4.486861733	7
ENSG00000136754	3.536537967	0.9597783	3.0298963	4.866801	3.1383211	7
ENSG00000136758	3.677334367	1.2808124	3.2334306	4.058317	2.171186333	1
ENSG00000120539	2.670031233	0.37694487	2.4288886	3.1797564	1.209974433	3
ENSG00000107897	1.097451467	0.22626106	1.5831983	2.8970745	0.955440033	6
ENSG00000099246	2.209806767	0	2.2680507	4.892533	2.090691	6
ENSG00000095787	3.290647033	0.69456035	2.510005	6.0481353	2.5640309	7
ENSG00000224597	2.0105153	0.053380053	0.8732057	2.1126702	0.237273673	1
ENSG00000197321	2.3076232	1.3571408	2.1699567	4.4461317	2.653839333	6
ENSG00000107951	1.513205617	0	0.5120331	0.9477819	0	1
ENSG00000107968	0.969449933	0.9971885	2.802152	3.310132	2.262285067	6
ENSG00000237036	2.4679187	2.548835	2.5342283	1.3457712	0.363086967	5
ENSG00000148516	2.889888767	0.15420684	2.4049914	3.2869766	0.8697578	3
