	Prognosis	A_I_phase_1	A_I_phase_2	A_R1_phase	Maintenance therapy	protein_cluster
ENSG00000079739	3.528783433	1.1860673	1.6485211	3.2857807	2.058159033	1
ENSG00000162434	5.020653167	3.45745	4.592856	5.9337716	4.058748	7
ENSG00000213625	1.442936233	0	0.7858874	3.3599994	2.2517252	6
ENSG00000198160	1.895917067	0	1.3379624	4.4740515	1.8719047	6
ENSG00000116704	2.043193633	0.112128615	1.4888009	2.4194205	0.02836621	3
ENSG00000142864	4.142765233	0.9540597	2.0990336	4.652473	1.7103954	1
ENSG00000116717	2.172252067	2.2385695	1.3495198	2.7619507	1.6458401	7
ENSG00000116754	3.172581667	1.0257847	2.7864685	4.2494006	1.006236067	3
ENSG00000118454	2.3287287	3.3171105	3.6582422	1.4045342	1.111639367	4
ENSG00000132485	3.3106848	0.5509494	3.1399796	4.776431	0.80870891	3
ENSG00000137955	3.3760326	0.67258763	3.0836008	3.5683475	0.457333843	3
ENSG00000226084	6.0290886	1.6003865	4.206263	6.596522	2.958206	1
ENSG00000036549	2.271601633	0	1.3307023	3.197674	0.25760086	7
ENSG00000077254	2.685647867	0.3485253	2.0337188	4.094855	1.673972833	7
ENSG00000180488	0.298440063	0	0.9684142	1.4965922	0	3
ENSG00000162613	4.976891233	2.2427397	4.025996	5.9811296	2.3220119	3
ENSG00000137965	2.39577	0	1.9203113	4.18943	1.3946526	7
ENSG00000142875	3.3715073	0.000346	2.3120537	3.0768445	1.524657733	1
ENSG00000117133	3.230226467	0	2.1474946	4.0259347	1.742920267	7
ENSG00000174021	3.650404067	2.4677587	3.4277039	3.6483295	2.841695467	1
ENSG00000162642	1.3279413	1.6760594	2.8994887	2.4403174	0.834566033	3
ENSG00000142867	2.0211693	0.9774037	3.049468	2.3871508	2.287234933	6
ENSG00000122417	1.639783433	0.2559028	1.7530342	3.870585	0.2434037	7
ENSG00000097033	3.046367333	0.6365704	2.2505007	4.2480574	2.580944067	7
ENSG00000183291	5.016200633	1.4112858	3.22842	3.7801726	3.039846733	1
ENSG00000153936	0.873860607	0	0	1.5998755	0.338598663	7
ENSG00000065243	2.282218133	0.11821491	2.374849	4.5187645	1.802138867	7
ENSG00000137947	2.864391133	0.50930965	2.8565865	2.8977127	1.958843367	1
ENSG00000271949	1.687622067	1.7373105	1.9451296	1.7108074	1.685158933	4
ENSG00000171492	2.120504533	0.20413588	1.1673065	3.4859834	1.538102567	7
ENSG00000162664	1.867732667	0.2616855	1.4786335	2.7209547	0	3
ENSG00000122482	3.0415463	0.7837831	2.5823317	4.337917	0.894678767	3
ENSG00000122484	2.4678724	0.82775456	2.2130358	4.178204	0.714164967	3
ENSG00000162676	4.8899331	4.223884	5.0139074	4.763075	0.636726967	2
ENSG00000122406	7.476684267	3.7168314	5.3532133	5.9380455	3.383218867	1
ENSG00000143033	2.5662226	0	1.6730003	3.8686397	0.162315803	3
ENSG00000117500	1.41681098	0	0.9249451	3.661851	1.479972167	6
ENSG00000122483	0.843320783	0.26301095	1.3885938	2.836217	0.718002167	6
ENSG00000117505	2.7661292	1.2594739	2.31727	3.507516	1.958667333	7
ENSG00000067334	1.499530833	0	1.1179682	3.2479525	0.842855947	7
ENSG00000117528	1.781810533	0	0.23679158	2.0564365	0	1
ENSG00000137970	7.257867833	2.6024983	5.8115506	5.6546645	3.872472767	1
ENSG00000117569	1.18836735	0	1.6733283	2.921184	0	3
ENSG00000188641	2.9525542	0.83773917	2.872901	4.650627	2.3891802	7
ENSG00000117620	0.12083071	0	0.085618496	1.1849009	0	6
ENSG00000156875	4.036068167	2.1542406	3.5364573	3.9548082	2.539656867	1
ENSG00000079335	1.01330415	1.6491759	2.8372722	3.239685	1.2180132	6
ENSG00000162695	1.877634567	1.2366427	2.8703666	2.5841439	0.881678283	3
ENSG00000170989	5.335158267	7.0820646	7.4436707	2.5966198	2.319395233	4
ENSG00000198890	2.3386744	1.0276299	1.8429666	0	0.390225883	5
ENSG00000134215	3.5056823	2.0068796	3.5023534	4.0682936	1.581415967	3
ENSG00000162636	0.739225167	0	0	2.9737916	0.173822133	7
ENSG00000162639	2.7888806	0	1.3844855	1.4973938	0.683812833	1
ENSG00000134186	2.5809048	3.5310862	3.7932813	4.1351647	1.775276567	3
ENSG00000116266	1.364522733	0	1.1813164	3.403319	1.6880386	6
ENSG00000270066	9.874010667	11.883278	11.861116	3.2858064	5.851569333	4
ENSG00000031698	3.948665233	2.2807608	2.5896635	3.323172	2.186537167	1
ENSG00000134243	2.871996467	0	1.3706242	5.066089	2.351945867	7
ENSG00000143106	2.672620433	0.5035898	1.8730352	1.6963631	0.9064921	1
ENSG00000162650	1.815250967	1.4960681	1.3888282	0	0.313816147	5
ENSG00000174151	1.710794	1.7304682	2.0019236	1.7029874	1.050620033	2
ENSG00000065135	0.815367553	0	0	3.1635742	1.406691333	6
ENSG00000116337	4.100464733	3.7955532	3.9934099	3.5475092	3.396809733	5
ENSG00000228703	3.871323333	3.487391	3.4131444	3.487599	3.1682717	2
ENSG00000213366	0.931845867	0	0.39151514	1.6716198	0	7
ENSG00000184371	0.003900926	0	0	0.81821245	1.963547067	6
ENSG00000168710	3.991998	1.4372826	1.2943288	3.1357753	2.304133633	1
ENSG00000143093	2.679620267	1.9551427	2.3665192	2.206897	1.502862167	2
ENSG00000116396	0.6472723	0	0	0.32229596	0	1
ENSG00000162775	4.454390667	3.3163269	4.280695	3.9769747	2.1373488	2
ENSG00000134248	4.127800267	2.6002707	3.6561506	3.3428695	2.814754667	1
ENSG00000177272	4.450233633	5.2475677	5.986178	2.187099	1.615067167	4
ENSG00000143119	5.690206333	4.49505	5.7294946	6.6311784	5.437471333	7
ENSG00000156171	2.034692967	0.24096918	1.890294	2.843748	1.1529276	7
ENSG00000134255	1.9275809	0	1.8380315	2.9011714	0.888162867	7
ENSG00000162777	5.579662467	4.0200825	4.01698	3.6283019	1.977653533	2
ENSG00000064886	5.8271371	2.4404216	3.2865477	0.50969744	0.186176967	5
ENSG00000116455	4.073914	2.6834395	2.6928658	2.3846452	0.9813747	2
ENSG00000116459	4.0619726	1.1492232	2.4317157	3.44999	2.306513467	1
ENSG00000197852	0	0	0	2.8172655	2.233839267	6
ENSG00000007341	0.831796567	0.3341037	1.4447185	1.2269988	0.886708533	7
ENSG00000116489	4.997775333	2.3448656	4.4607306	6.0539336	4.239549	7
ENSG00000155363	3.7837559	3.1054645	3.4568074	1.3758866	1.360974833	5
ENSG00000155366	3.235404433	3.8801725	3.3078618	0	1.9854978	4
ENSG00000155380	2.521907767	0.845221	1.6033545	1.2774487	0	2
ENSG00000198799	1.02614263	0	1.0660915	0.8953711	0	3
ENSG00000116793	0.25916923	0	0.028962271	2.0997508	0.810647933	6
ENSG00000081019	3.000242033	1.929238	2.4497778	3.5550961	2.0183021	7
ENSG00000134242	2.5821911	0	2.8643725	5.4326105	2.897767167	6
ENSG00000134262	1.753635867	1.6279607	2.2166681	2.6045172	0.092663277	3
ENSG00000118655	1.863827533	0	0	2.1841388	0.512893697	1
ENSG00000163349	4.430068233	2.3965328	3.813541	5.7001643	3.1972485	7
ENSG00000197323	2.497209633	0.18902038	2.2108972	4.94874	1.559274933	7
ENSG00000213281	4.497170667	0.5039789	2.8618002	4.3290625	2.044587567	1
ENSG00000009307	6.0026612	1.9015713	4.2387185	6.353284	3.660161	1
ENSG00000052723	1.904179133	0	0.91571754	2.4725268	0.330324367	7
ENSG00000173218	2.904853233	0.09318848	1.2486732	0.5444269	0	2
ENSG00000163399	4.58578	2.6769233	3.6653767	3.517816	2.670254	2
ENSG00000116815	2.457113367	0.5408737	0.7623463	4.417737	3.097849733	6
ENSG00000116830	2.138753133	0	0	2.4332511	0.02642689	1
ENSG00000198162	2.9131898	0.7830158	2.4924982	3.8087015	1.596997133	7
ENSG00000183508	1.825197733	0.7925417	2.3198917	4.909739	4.352973433	6
ENSG00000196505	0.641967967	0	0.5472098	3.3360035	0.80574	6
ENSG00000116874	1.079819903	0	0	0.9478916	0	1
ENSG00000134250	3.416558167	2.532971	3.3239038	4.421733	3.570240667	6
ENSG00000265808	2.671395367	0.013661222	1.5322418	3.9710715	1.9552361	7
ENSG00000273136	2.082067867	1.0002304	2.382453	2.6977928	2.444266833	6
ENSG00000275538	6.068830767	5.355049	6.51975	4.8148193	3.754785067	2
ENSG00000266338	0.127116423	0	0.7588405	1.0826533	0.387279467	6
ENSG00000196369	0.105427733	0	0.13875677	2.4604716	0.942666533	6
ENSG00000276216	5.974174967	5.8999686	7.1043763	5.308723	3.988760467	4
ENSG00000117262	1.2641036	0.25172973	1.3821108	2.0627253	0.001101948	3
ENSG00000265491	2.018706167	0	1.1890138	3.4658313	0.60788701	7
ENSG00000186141	3.3798577	1.0410182	2.6734927	3.7310967	1.4456379	1
ENSG00000186364	1.0376884	0	0.7750306	0.24148454	0.035055548	2
ENSG00000131788	2.6664538	1.3518877	1.8132818	1.1070083	0.7459473	2
ENSG00000131779	2.9637255	2.0752747	2.6310928	2.8264706	1.705580833	3
ENSG00000265241	4.355825	0.58325404	1.6618786	4.16386	2.0129432	1
ENSG00000271601	4.6024739	2.4877179	3.5765338	3.285494	2.390117333	2
ENSG00000121851	2.12283	1.2942953	1.7156185	1.9440368	1.174435633	1
ENSG00000265972	8.069875667	7.351317	9.04405	7.1644173	6.306031	2
ENSG00000271425	0.3386217	0	0.901083	1.7199005	0.911539867	6
ENSG00000268043	1.7945056	0.92228514	2.2877815	3.1480079	0.42837018	3
ENSG00000131778	4.442004233	1.3499397	2.478557	4.206466	1.242010367	1
ENSG00000116128	3.2281387	2.225027	2.7630644	0.32811555	0.720125623	5
ENSG00000162836	0.811819455	0	0	2.1941347	0	7
ENSG00000263956	1.681001933	1.0717703	2.128319	2.559952	0	3
ENSG00000274210	8.120596333	8.765445	9.213136	5.5687985	4.864255	4
ENSG00000178104	0.098562607	0	0	1.4240264	0	6
ENSG00000269713	2.029096733	0.49332055	2.3268516	3.6087546	1.858178167	7
ENSG00000203814	6.4707922	4.8040843	5.1444745	5.148239	4.078190967	2
ENSG00000183598	5.899824933	5.5013313	5.4604187	2.6007276	2.607542733	5
ENSG00000203811	6.420505533	2.060539	2.3494954	2.974268	1.464751	2
ENSG00000203812	9.865521333	9.400674	8.563895	8.137132	6.204018333	2
ENSG00000272196	7.251705	7.088033	7.033313	2.2511296	4.732811133	4
ENSG00000270276	6.575091733	3.7286372	3.911946	4.790482	2.278684133	2
ENSG00000184678	6.378000167	6.0698304	6.1319785	6.3031635	4.6477371	2
ENSG00000184260	10.31213967	10.416346	10.5189295	7.541314	6.740286333	4
ENSG00000184270	8.188800433	7.2725	7.273765	5.787753	4.315504333	5
ENSG00000178096	1.500838253	0.55515105	1.5395164	2.2007387	1.2040651	7
ENSG00000143368	5.587807667	4.358446	5.089357	4.237539	3.271358	2
ENSG00000023902	3.462074333	2.651621	3.0560827	2.8378954	2.5618919	2
ENSG00000117362	4.770595867	4.6152334	4.723032	2.7912366	2.8759818	5
ENSG00000266472	3.5524039	1.509178	2.2884262	2.0645697	1.447650567	2
ENSG00000117360	3.213714567	1.506829	2.6978858	4.0413146	1.438453633	3
ENSG00000163125	3.3692256	1.3051494	2.1764457	3.833318	1.720309733	1
ENSG00000143374	2.723784167	1.6235071	1.7610966	1.8412439	0.7525253	2
ENSG00000143382	0.371923433	0.23944849	0.9074026	3.8265052	2.4647096	6
ENSG00000203804	0.551158153	2.0757527	2.7857983	3.2010758	2.822491833	6
ENSG00000143384	5.4169571	4.0873	5.422566	7.8866663	5.321316767	6
ENSG00000143420	3.994843967	1.8593858	3.0397007	4.1995173	1.970111867	1
ENSG00000163131	3.143478567	0.448575	4.144006	6.784238	4.849917	6
ENSG00000143437	3.045797933	0.8902769	2.1444714	4.4793	2.416925667	7
ENSG00000143379	3.458194	1.9950323	2.7266276	3.4041429	1.8507839	1
ENSG00000143418	5.146509767	3.552134	4.376515	4.673599	3.703995133	1
ENSG00000143409	2.504744533	2.7775586	3.3150423	4.2840104	3.563025533	6
ENSG00000143363	3.559441333	2.2291985	3.2151806	1.7459527	2.693605267	5
ENSG00000143443	1.564705033	2.269899	1.7177172	1.1557195	1.386931867	4
ENSG00000197622	5.5687779	5.318366	6.277186	5.7521815	4.631264667	3
ENSG00000213190	4.1672013	3.565378	4.2137675	3.2988834	2.983792867	2
ENSG00000143458	1.621804067	0	0.41975075	2.7992425	0.4216082	7
ENSG00000163154	1.9084857	2.2681706	2.2913713	4.6000595	3.677655067	6
ENSG00000163156	2.554562633	2.1179726	2.7102973	2.2243845	1.840438833	2
ENSG00000163159	3.772634367	2.3451457	2.6795533	2.6164877	2.0575775	2
ENSG00000143398	4.226056267	2.7073834	3.4206524	3.6741369	1.958599733	2
ENSG00000159352	4.804462967	3.0925338	4.039916	3.8308299	3.333125467	1
ENSG00000143373	4.236238133	4.284852	4.642519	2.4137363	2.9451748	4
ENSG00000143393	4.5367344	3.7763622	4.430499	3.9683433	2.810324667	2
ENSG00000143390	4.764024333	3.2378433	3.6206381	3.0154922	1.705550667	2
ENSG00000159377	6.425775233	4.8301272	5.07768	4.9244347	3.541827567	2
ENSG00000143442	4.222858433	2.56371	3.1434875	4.1597075	1.770533267	3
ENSG00000143376	2.445029167	0.79796946	1.2237157	4.5956244	2.778531733	6
ENSG00000143436	3.673946933	1.3356428	1.9969876	1.4159667	0.8781314	2
ENSG00000163191	5.395472967	5.6495285	6.881618	9.168199	6.562814	6
ENSG00000163220	8.0267399	6.909174	9.024904	12.772543	8.548063	6
ENSG00000163221	5.382115867	2.0258353	4.7288456	10.986608	6.440191667	6
ENSG00000143546	7.1481938	4.616177	7.2246494	11.781843	7.924892667	6
ENSG00000197956	5.540776367	5.773193	6.400043	6.1359606	5.435731133	3
ENSG00000196154	5.263262467	4.8046694	6.135931	5.419633	5.1435621	3
ENSG00000160679	4.309855667	1.8067466	3.1846867	4.0617948	2.084248933	1
ENSG00000143553	4.052341667	2.237507	2.8031406	2.3648484	2.341628133	2
ENSG00000143621	7.522061667	4.129087	4.9769697	5.2939034	3.088171533	2
ENSG00000143624	3.475198233	2.8273132	3.0371945	2.681977	1.442711033	2
ENSG00000279767	3.567144367	1.7623326	2.2182899	2.2031107	1.310145867	2
ENSG00000143614	4.6493294	3.1335745	3.705817	3.9936204	2.739382133	1
ENSG00000198837	4.0531468	4.65807	4.3982162	3.5538568	2.685276967	4
ENSG00000160741	3.8186896	4.2650723	4.591033	3.512082	3.026439667	4
ENSG00000143570	3.824687233	3.02871	3.053708	1.5690968	2.613381867	5
ENSG00000143543	5.475749333	4.2330976	4.910748	2.4050214	3.217920233	5
ENSG00000177954	7.015374867	5.870076	7.2457566	3.5779114	4.090503667	5
ENSG00000143549	5.8430259	3.7267444	4.8576765	6.2824683	4.199200333	1
ENSG00000143612	4.951457967	2.9851067	3.747324	3.1428056	3.142295333	2
ENSG00000143569	4.725474833	3.0919557	3.8076894	4.9131513	2.5826954	3
ENSG00000143575	4.949948167	3.8413281	3.8490841	3.624275	2.460039533	2
ENSG00000143515	4.264453933	5.137899	5.3860035	1.9186097	2.0141242	4
ENSG00000160712	0.507526333	0.45026043	1.5516627	5.0604687	3.831162833	6
ENSG00000160714	3.9182639	2.2026408	3.094012	3.4607685	2.426602667	1
ENSG00000160710	6.1360531	4.027041	4.6407585	6.102289	4.155973433	1
ENSG00000163344	3.922172467	3.279129	2.0777307	0.73944527	1.610023067	5
ENSG00000163346	6.499077733	6.030489	6.3964114	3.583791	3.753117433	5
ENSG00000163348	4.662517133	3.415253	3.3713324	1.8513978	2.0062891	5
ENSG00000160691	3.769299033	3.2054741	3.5393713	2.9594033	2.429109567	2
ENSG00000160688	2.9054052	2.4685085	2.347679	1.3961633	1.0659635	5
ENSG00000160685	1.620327457	3.66302	3.9189146	3.8377645	4.2165776	6
ENSG00000143537	0.507146803	1.7985036	2.1230412	2.1022108	1.821922233	6
ENSG00000169241	3.3957777	2.8776817	3.4545422	2.5988562	2.2892924	5
ENSG00000179085	4.824285333	4.786487	4.2204323	1.1390566	2.367564567	5
ENSG00000163463	0.17544706	0.10441719	0.30927315	0	0	4
ENSG00000273088	5.688124867	5.228586	5.147628	0.92282516	3.203673033	5
ENSG00000169231	1.560008167	2.4379556	2.5576415	1.704521	0.579313167	4
ENSG00000173171	3.357092367	3.251225	3.0567234	4.3465943	2.422093833	3
ENSG00000160766	1.932619933	0.57291734	0.4571564	1.8246741	1.076489157	1
ENSG00000177628	3.342975233	2.2372096	2.4868634	4.853872	3.371376667	6
ENSG00000116521	4.2993381	3.7374828	3.6668205	1.0997878	1.841846933	5
ENSG00000176444	3.617862067	2.9162004	3.2968423	2.9797	1.531648133	2
ENSG00000160752	4.771766233	2.4075975	2.9094536	2.0685418	1.1832208	2
ENSG00000225855	2.782971233	0.10899353	0.39410415	1.479545	0.20073082	1
ENSG00000160753	2.345676367	1.7322495	1.882852	0.23746221	0.193741582	5
ENSG00000116539	3.2507031	1.0507102	2.5452614	4.7436676	1.676529467	7
ENSG00000125459	2.4293131	1.3708874	1.8240663	1.4094971	0.240293323	2
ENSG00000163374	4.651885567	3.369128	4.405764	4.4969244	3.1195968	3
ENSG00000132676	4.072159433	2.1071942	3.1618836	2.6889977	1.8567789	2
ENSG00000116580	3.194311067	1.9512525	3.2278163	3.5919456	1.751447433	3
ENSG00000132718	0.495697067	0	0	1.8552482	1.5671274	6
ENSG00000143622	2.338080967	0.14281335	2.2951689	5.1958013	2.908413233	6
ENSG00000132680	2.743784967	2.0467517	3.126653	3.22264	1.335653933	3
ENSG00000173080	1.450011013	3.3969712	2.7940557	1.3135196	1.016470333	4
ENSG00000116584	5.3784621	5.7141967	5.936623	4.4694204	3.348396667	4
ENSG00000163479	5.314513533	4.7371674	5.040097	3.2995732	3.1933171	5
ENSG00000160803	4.683530633	3.213181	3.4422328	2.9243183	1.487373167	2
ENSG00000116586	3.4621978	2.3768196	2.9896865	1.4634916	1.780661267	5
ENSG00000196189	1.749092567	3.5486605	3.7163136	4.214256	3.770907167	6
ENSG00000160785	3.074115933	2.286072	2.9740293	4.059671	2.9647991	7
ENSG00000260238	2.661969533	1.3442862	2.2118816	2.5743067	1.1701409	3
ENSG00000160783	5.130568833	3.899446	4.221411	3.9727585	2.919553533	2
ENSG00000160781	0.518287067	1.8110865	1.6136433	1.4948163	0	4
ENSG00000198952	4.905182833	4.084797	4.6800356	3.9871132	2.441883333	2
ENSG00000163472	1.332185	1.643928	1.3614714	0.9616912	0.838081767	4
ENSG00000198715	2.014264067	2.6134405	2.644551	1.0916666	1.835466433	4
ENSG00000163468	5.7450167	2.8540277	3.3066785	2.766638	2.0590566	2
ENSG00000116604	4.696756433	4.301958	5.1196694	4.3510823	3.002300833	2
ENSG00000163382	5.573959567	5.310406	4.8866906	1.4239048	2.062333233	5
ENSG00000143319	3.343330933	2.3027196	2.9422185	3.6878338	2.4263627	3
ENSG00000143303	1.884942833	2.4445355	2.1402047	0.58731365	0.922214067	4
ENSG00000143314	3.3671038	1.2717562	2.3896563	0	0.936599333	5
ENSG00000143321	6.814191233	4.5507336	5.449026	6.993162	3.8494921	3
ENSG00000143294	4.6828852	3.5283747	3.9262223	3.1915436	2.255428533	2
ENSG00000027869	3.937492867	2.793275	3.2468736	2.7604458	1.798798233	2
ENSG00000132694	0.616282047	0	1.3675965	2.6062913	2.631534933	6
ENSG00000117036	1.415886867	0	1.238369	2.9045155	1.638202367	6
ENSG00000163563	2.369879967	0.25628456	2.6258006	9.788662	5.349598767	6
ENSG00000163565	3.487308433	0	1.2910054	5.1409097	2.423628333	7
ENSG00000158710	8.100810367	7.5381293	8.257268	5.431844	6.054541	5
ENSG00000143315	1.2643418	0.78398114	1.1689086	1.5011986	0.035289305	3
ENSG00000162729	4.899166433	5.1744857	4.579185	0	1.684123967	4
ENSG00000162734	4.542008667	3.3650622	4.2528996	3.115161	3.307198467	2
ENSG00000132716	3.663930867	2.8328142	3.256367	4.1383386	1.6397713	3
ENSG00000258465	4.316403667	3.5364122	4.401946	4.5218124	2.338563333	3
ENSG00000162735	3.476011867	1.2985017	1.9216607	1.8135223	1.886451767	1
ENSG00000122218	5.078794133	2.800885	3.7765565	5.1347404	3.129520833	1
ENSG00000162736	4.633840167	3.7931795	4.562293	4.8271847	3.807867333	3
ENSG00000066294	2.5905508	0.6622644	2.2030296	3.4274802	1.8036708	7
ENSG00000228863	0.815824267	0	0.70053095	2.3909578	0.461131133	7
ENSG00000117091	3.493922967	2.2250853	3.600056	4.0046463	3.636761667	6
ENSG00000122224	1.203149267	0.5399615	1.5067129	0.87630314	0.8725657	2
ENSG00000158769	2.513040467	0.96761847	1.2001078	2.8737838	2.424185233	7
ENSG00000270149	3.705482	2.5535672	3.5151405	2.6851962	3.416445333	2
ENSG00000158773	4.9535296	4.143108	4.6963916	4.5221944	3.140806167	2
ENSG00000186517	5.751814567	5.5119953	5.4896426	5.843633	4.625920567	3
ENSG00000158793	3.028056	1.9895656	2.2431004	1.9150745	1.844036733	2
ENSG00000158796	3.9102459	2.753092	3.510897	3.7434206	2.792457567	1
ENSG00000143222	4.1508568	1.0871043	2.2349827	3.2289836	2.016026967	1
ENSG00000143258	3.5048164	3.1338274	3.049961	2.1672628	1.069690667	5
ENSG00000143224	1.934744233	1.6365842	1.3705894	1.0938216	0.133992633	2
ENSG00000158850	3.170250733	2.0815713	2.468666	1.5697908	1.628712733	5
ENSG00000158864	3.3203987	2.0327508	2.6471274	2.906042	1.811764967	1
ENSG00000158869	2.700682333	2.7904572	4.339103	5.789793	5.1893485	6
ENSG00000158882	2.577093967	1.0119934	0.44883305	1.1852827	1.529897067	1
ENSG00000143252	2.589025267	0.77868825	1.0245224	2.3981702	1.1422503	1
ENSG00000143226	1.878669267	3.3693578	4.075353	5.9571047	5.661421667	6
ENSG00000203747	2.429778557	0.71916693	2.2734597	4.949139	4.580588333	6
ENSG00000162747	3.078606133	1.0654881	3.0553372	8.315122	5.916288333	6
ENSG00000118217	2.7126765	0	1.9762046	3.6194491	2.531330733	7
ENSG00000152332	3.233770033	0.58767587	2.246678	4.5495405	1.9687025	7
ENSG00000143198	0.489531733	0.17565553	0.1976335	2.2465444	0.010396829	7
ENSG00000143149	3.5855376	1.6108259	2.156733	2.6768925	2.003003833	1
ENSG00000143183	3.1011131	0.51619273	1.63465	3.5806477	1.776791733	7
ENSG00000143179	4.250521	2.6759114	2.9338527	1.4697462	0	2
ENSG00000143157	3.382283333	1.1779823	1.6784644	3.1830106	1.2635828	1
ENSG00000152382	2.9096632	0	1.0422136	2.374056	0.5020683	1
ENSG00000143190	1.3503664	0.53484464	1.9653519	2.938991	0.5392197	3
ENSG00000198821	4.764724867	3.5187302	4.33242	2.580138	2.353230767	5
ENSG00000241666	2.693432	3.0779684	3.5123394	0.75199795	0	4
ENSG00000198771	5.2857526	4.3774095	4.6846004	4.851588	3.1981926	2
ENSG00000197965	3.289359267	0.53462774	0.70600903	2.4623492	1.363684333	1
ENSG00000143158	3.439565167	1.8916163	2.7628253	3.2311692	1.715519567	1
ENSG00000143164	2.767742867	1.0567104	2.7616055	3.628695	1.5538668	3
