entry	name	definition	c_number	r_number
M00889	Puromycin_biosynthesis_ATP_puromycin	K12628;K12629;K12630;K12631;K12632;K12633;K12634;K12635;K12636	C00002;C01610;C07027;C07025;C07030;C00082;C07032;C07028;C07031;C07029;C07024;C07026	R05669;R05676;R05673;R05672;R05677;R05670;R05668;R05674;R05675;R05671
M00890	Roseoflavin_biosynthesis_FMN_roseoflavin	K22598;K22269	C21646;C00061;C21803;C21804;C21805;C21647;C21648	R11779;R11963;R12114;R11962;R11961;R11780
M00891	Ditryptophenaline_biosynthesis_tryptophan_phenylalanine_ditryptophenaline	K23646;K23647;K21477	C22143;C00079;C22144;C22142;C00078	R12414;R12413;R12415
M00892	UDP_N_acetyl_D_glucosamine_biosynthesis_eukaryotes_glucose_UDP_GlcNAc	K00844;K12407;K00845;K01810;K00820;K00621;K01836;K00972	C00352;C04501;C00267;C00085;C00043;C00668;C00357	R01786;R08193;R13199;R00768;R02058;R00416
M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid	K20981;K20982;K20985;K20980;K20984;K20983	C20854;C00083;C21130;C10851;C21129;C21108;C20853;C20852	R10791;R11445;R10792;R11126;R07251;R10794;R11187
M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol	K20503;K20508;K20502;K20501	C00083;C07578;C06972;C21903;C20406;C20413;C20417;C10784	R12101;R10176;R12103;R10278;R10160;R12102;R10171
M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP	K03148;K03154;K03151;K03153;K03149;K10810;K03147;K00941;K00788;K00946	C11437;C00068;C15814;C00037;C01081;C20247;C04752;C15813;C03373;C15810;C20246;C04556;C15809	R04509;R03472;R07463;R07459;R10712;R10247;R09977;R00617;R07461
M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP	K22699;K03147;K00941;K00788;K21220;K21219;K00946	C00068;C00037;C01081;C20247;C04752;C03373;C04556;C20784;C00003	R04509;R03472;R12026;R10712;R00617;R10711
M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP	K03146;K03147;K14153;K22911;K00949	C00068;C00037;C01081;C20247;C04752;C03373;C04556;C00378;C20784;C00003	R04509;R10685;R00619;R02135;R03472;R10712;R10711
M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP	K03146;K18278;K00877;K14154;K00949	C00068;C00037;C01081;C20247;C04752;C04556;C00378;C00018;C20784;C00003	R04509;R10686;R10685;R00619;R02135;R10712;R10711
M00899	Thiamine_salvage_pathway_HMP_HET_TMP	K00878;K00941;K00788;K14153;K21219	C01279;C01081;C04752;C04327;C04556;C04294	R04509;R04448;R03471;R03223
M00900	Crocin_biosynthesis_crocetin_crocin	K21371;K21354	C17513;C19869;C19868;C19867;C08588;C08589	R09759;R09758;R09757;R10988;R10989;R10990
M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline	K23665;K23666;K23667;K23668	C22148;C22145;C00108;C22146;C00078;C00041;C22147;C22149	R12418;R12419;R12420;R12421;R12417
M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin	K21568;K19650;K21207;K21203;K21205;K21204;K21202	C00590;C05366;C21184;C10577;C18167;C10646;C10682;C10874;C10556;C21183;C21191	R12126;R11545;R11211;R12127;R11230;R11210;R10226;R10225;R11222;R10129
M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin	K23999;K09459;K12901;K12902;K24000;K12903	C00074;C22216;C06452;C02798;C03167;C06454;C06451;C22217	R04053;R12498;R08861;R08863;R00661;R12497;R12499
M00904	Dapdiamides_biosynthesis_L_2_3_diaminopropanoate_dapdiamide_A_B_C	K22113;K01957;K22114	C20962;C20966;C20964;C20961;C03401;C20963	R10940;R10942;R10944;R10943;R12352
M00905	Grixazone_biosynthesis_aspartate_4_semialdehyde_grixazone_B	K18287;K17835;K20204	C12115;C20644;C00441;C20799	R10720;R10673;R10469
M00906	Ethynylserine_biosynthesis_lysine_ethynylserine	K23669;K23670;K23671;K23672;K23673	C22139;C00047;C22141;C22137;C22138;C04075;C22140	R12410;R12411;R12412;R12407;R12409;R12408
M00909	UDP_N_acetyl_D_glucosamine_biosynthesis_prokaryotes_glucose_UDP_GlcNAc	K00845;K25026;K01810;K13810;K15916;K00820;K03431;K04042	C00352;C04501;C06156;C00267;C00085;C00043;C00668	R01786;R00768;R13199;R02060;R05332;R00416
M00910	Phenylalanine_biosynthesis_chorismate_arogenate_phenylalanine	K01850;K15849;K05359	C00826;C00079;C00254;C00251	R01715;R01731;R07276;R00691
M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD	K01497;K14654;K14655;K02858;K00794;K00793;K00861;K00953	C00255;C04732;C00044;C04332;C18910;C01304;C00016;C00061;C00199;C04454;C15556	R04457;R00066;R09377;R09376;R00549;R07281;R00161;R09375;R00425;R07280
M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD	K00453;K00463;K01432;K14263;K07130;K00486;K01556;K00452;K00767;K00969;K06210;K01916;K01950	C03722;C00328;C02700;C00857;C00632;C01185;C00078;C03227;C04409;C00003	R00257;R03005;R02665;R00678;R00189;R04293;R01960;R03348;R01959;R02668
M00913	Pantothenate_biosynthesis_2_oxoisovalerate_spermine_pantothenate	K00606;K00077;K13367;K00128;K01918	C00864;C05665;C00750;C00522;C00099;C00141;C00966	R02473;R09076;R01226;R00904;R02472
M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA	K00606;K00077;K06982;K09722;K13038;K02201;K09735	C00522;C00882;C00010;C01134;C04352;C18911;C00141;C00966;C03492	R01226;R09379;R09378;R03035;R12608;R04231;R02472;R03269
M00915	Caffeine_degradation_caffeine_xanthine	K21722;K21723;K21724	C13747;C16353;C07481;C00385;C07480	R07957;R07962;R07965;R07955;R07966;R07939;R07958;R07954;R07956;R07961
M00916	Pyridoxal_P_biosynthesis_R5P_glyceraldehyde_3P_glutamine_pyridoxal_P	K06215;K08681	C00117;C00064;C00118;C00018	R10089
M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol	K01853;K00559;K14423;K23558;K08246;K05917;K00222;K01824;K08242;K14424;K00227;K00213;K09828	C22123;C01753;C22119;C11523;C15782;C02141;C15777;C22122;C15780;C01054;C15781;C01902;C15776;C22120;C08830;C22121;C01943;C22116;C15783;C11522;C01789;C08821;C11508	R07487;R07492;R07486;R12379;R12378;R12376;R12377;R12401;R12371;R07493;R07488;R05776;R07484;R12375;R07481;R12399;R05731;R07491;R07483;R03200;R03775;R12400
M00918	Aerobactin_biosynthesis_lysine_aerobactin	K03897;K03896;K03894;K03895	C05554;C20333;C00047;C03955;C01028	R03168;R10091;R00448;R10090
M00919	Ectoine_degradation_ectoine_aspartate	K15783;K15784;K15785;K15786	C06231;C03283;C19929;C00049;C00441	R09801;R09800;R06977;R09805
M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin	K13787;K18686;K22997;K22998	C00448;C00129;C21979;C00235;C21978;C00353;C00341;C20834	R12177;R10763;R02061;R01658;R12178;R02003
M00922	CMP_Neu5Ac_biosynthesis	K24257;K01654;K00983	C00043;C00128;C00645;C00270	R00414;R01117;R01804
M00923	UDP_L_FucNAm_biosynthesis	K15894;K19068;K24258;K24259	C19823;C20768;C00043;C22270;C20769;C20774	R12552;R09697;R12553;R10676;R12584
M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide	K02302;K02303;K13542;K02304;K24866;K02190;K03795;K22011;K03394;K05934;K13541;K21479;K05936;K02189;K13541;K02188;K05895;K02191;K03399;K00595;K06042;K02224	C11543;C11540;C16242;C17401;C16244;C11538;C06504;C05773;C16243;C05778;C11545;C01051;C11542;C02463	R05812;R07774;R03947;R07773;R05815;R05810;R05814;R05807;R07772;R11580;R05808;R03194;R07775
M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide	K02303;K13542;K03394;K13540;K02229;K05934;K13540;K13541;K05936;K02228;K05895;K00595;K06042;K02224;K02230;K09882;K09883	C06406;C06399;C06504;C06407;C06319;C06408;C06416;C06503;C01051;C06320;C05772;C02463	R05181;R05149;R03948;R05150;R05217;R05180;R05227;R05224;R05219;R05177;R03194
M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme	K02492;K01845;K01698;K01749;K01719;K13542;K01599;K00231;K01772;K00435	C00430;C00931;C05770;C02987;C01024;C21284;C03741;C00032;C03263;C01051	R02272;R00036;R04178;R11522;R03197;R04109;R11329;R00084;R03165
M00927	Gibberellin_A12_biosynthesis_GAPP_GA12	K04120;K04121;K04122;K04123	C06089;C11874;C11875;C00353;C11873;C11872;C11857;C06093;C06090	R06291;R06292;R06297;R05092;R06293;R02068;R06295;R06294
M00928	Gibberellin_A4_A1_biosynthesis_GA12_GA53_GA4_GA1	K05282;K04124	C11861;C02034;C00859;C11863;C11864;C02035;C06094;C11857;C11860;C06095	R03807;R06336;R06326;R03009;R03806;R06323;R05097;R06322
M00929	Gibberellin_A1_biosynthesis_GGPP_GA1	K20657;K21292;K12917;K12918;K12919	C11862;C06089;C11874;C11859;C00859;C11875;C11864;C00353;C11873;C11872;C06093;C11853;C06090;C11858	R06291;R06327;R06339;R06292;R06324;R06619;R05092;R06341;R06293;R02068;R06325;R06295;R06294
M00930	Menaquinone_biosynthesis_futalosine_pathway	K11782;K18285;K18286;K20810;K11783;K11784;K11785	C17010;C00251;C17017;C16999;C17018;C20772;C20773	R08589;R10666;R10667;R10695;R08587;R08588
M00931	Menaquinone_biosynthesis_modified_futalosine_pathway	K11782;K18285;K18284;K11784;K11785	C17010;C00251;C17017;C17018;C20772;C20773	R10668;R08589;R10666;R10667;R08588
M00932	Phylloquinone_biosynthesis_chorismate_phytyl_PP_phylloquinol	K02552;K02551;K08680;K02549;K14759;K01911;K14760;K01661;K19222;K12073;K23094;K17872;K23095	C00885;C05427;C05817;C00251;C03313;C03657;C02730;C16519;C22039;C21084;C03160;C13309;C15547	R07263;R08166;R01717;R11061;R04031;R12255;R12254;R04994;R08165;R07262;R04030
M00933	Plastoquinone_biosynthesis_homogentisate_solanesyl_PP_plastoquinol	K12501;K12502	C04145;C00544;C17570;C16695	R08782;R10709
M00934	Mycinamicin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_protomycinolide_IV_mycinamicin_II	K24528;K24559;K24560;K24561;K24562;K24529;K24292;K24530;K24531;K21540;K21539;K24390	C15685;C02557;C00083;C15681;C15680;C18847;C15682;C15684;C18846;C15683	R12660;R10874;R10876;R10877;R10878;R09823;R09822;R10875
M00935	Methanofuran_biosynthesis	K09733;K19793;K07144;K18933;K06914;K07072	C21069;C20954;C00118;C21070;C20926;C00082;C00483;C21068	R11039;R10902;R10935;R11038;R11040;R00736
M00936	Melatonin_biosynthesis_plants_tryptophan_serotonin_melatonin	K01593;K24541;K22450;K22588;K13066	C00398;C00978;C01598;C00078;C00780	R03130;R00685;R12659;R02911
M00937	Aflatoxin_biosynthesis_malonyl_CoA_aflatoxin_B1	K15316;K17643;K17644;K17645;K17652;K17646;K24440;K24855;K17648;K24439;K24856;K24438;K24857;K24858;K17649;K17650;K17651	C20503;C20499;C20453;C00083;C20575;C03683;C20500;C20583;C20505;C20452;C06800;C03686;C20502;C20507;C20574;C00961;C20501	R10239;R10310;R10479;R10309;R10224;R10318;R10401;R10475;R10311;R10402;R10481;R10319;R10476;R03111;R03112;R10477;R10317
M00938	Pyrimidine_deoxyribonucleotide_biosynthesis_UDP_dTTP	K00525;K00526;K10807;K10808;K00940;K18533;K01520;K00560;K13998;K03465;K00943	C00460;C00364;C00015;C01346;C00363;C00459;C00365	R02100;R02101;R02331;R02094;R02093;R02018;R06613
M00939	Pyrimidine_degradation_uracil_3_hydroxypropanoate	K09018;K09024;K09020;K09021;K09023;K09019;K16066	C00106;C20231;C20249;C01013;C00222;C20253	R09983;R09289;R09982;R09936;R09947
M00940	Flavanone_biosynthesis_p_coumaroyl_CoA_liquiritigenin	K00660;K08243;K01859	C00223;C09762;C08650	R06556;R06568
M00941	Isoflavone_biosynthesis_liquiritigenin_naringenin_daidzein_genistein	K13257;K13258	C15567;C06563;C09762;C10208;C12631;C00509	R06793;R07317;R07778;R07777
M00942	Pterocarpan_biosynthesis_daidzein_medicarpin	K13259;K13260;K05281;K13265;K25075	C10503;C00858;C00786;C02920;C10208;C16187	R07737;R06564;R07738;R06560;R06562
M00943	Reticuline_biosynthesis_dopamine_4HPAA_S_reticuline	K13382;K13383;K13384;K13385;K13386	C06160;C03765;C05202;C06161;C02105;C05176;C03758	R04305;R05732;R03832;R04692;R05123
M00944	Morphine_biosynthesis_S_reticuline_morphine	K22093;K13391;K13392;K13393;K01742;K14975;K14976;K13394	C05322;C05220;C06173;C05179;C01735;C06167;C06175;C05178;C01516;C02105	R03833;R04697;R05127;R04696;R04695;R04769;R03592;R03698;R04723
M00945	Sanguinarine_biosynthesis_S_reticuline_sanguinarine	K00307;K21070;K13395;K13396;K21692;K21693;K22089	C02106;C05174;C06163;C05191;C05175;C06162;C02105;C05190;C05189	R03831;R04690;R03834;R04703;R04700;R04691;R04701;R04699
M00946	Noscapine_biosynthesis_S_reticuline_noscapine	K00307;K13397;K13395;K13396;K20621;K22094;K22095;K22096;K23157;K23158;K22097;K22098	C02106;C21589;C02915;C03329;C21591;C04118;C21590;C09592;C20299;C21586;C21588;C02105;C21587;C20297	R03835;R11691;R04400;R11692;R03831;R10020;R08789;R11689;R10018;R11688;R11687;R11690;R11693
M00947	D_Arginine_racemization_D_arginine_L_arginine	K19746;K19744	C00792;C03771;C00062	R11032;R11018;R11031
M00948	Hydroxyproline_degradation_trans_4_hydroxy_L_proline_2_oxoglutarate	K12658;K21060;K22549;K21061;K22550;K21062;K13877	C00026;C01157;C00433;C03440;C04282	R03296;R00264;R11428;R02280
M00949	Staphylopine_biosynthesis_L_histidine_staphylopine	K01780;K23120;K23122	C22025;C00135;C06419;C22024	R12341;R12237;R12313
M00950	Biotin_biosynthesis_BioU_pathway_pimeloyl_ACP_CoA_biotin	K00652;K25570;K01935;K01012	C22458;C01092;C00120;C01909;C19845;C01063	R10124;R12934;R01078;R12935;R03210
M00951	Cremeomycin_biosynthesis_aspartate_3_4_AHBA_cremeomycin	K25562;K25597;K25563;K25594;K25598	C22388;C00088;C00049;C12115;C22416;C22425;C22455	R12943;R12907;R12912;R12947;R12928
M00952	Benzoxazinoid_biosynthesis_indoleglycerol_phosphate_DIMBOA_glucoside	K13222;K13223;K13224;K13225;K13226;K13227;K13229;K13230	C15769;C04831;C15770;C18062;C11130;C15772;C03506;C12312;C00463	R08972;R07423;R07426;R07403;R02340;R08973;R07421;R07422
M00953	Mugineic_acid_biosynthesis_methionine_3_epihydroxymugineic_acid	K00789;K05953;K14271;K22374;K18054	C00073;C15500;C15485;C15501;C15486;C15502;C05324;C00019	R07141;R00177;R07186;R07185;R07142;R00075;R07187;R12826;R07277
M00956	Lysine_degradation_bacteria_L_lysine_succinate	K01582;K09251;K00137;K07250;K00135;K15737;K15736	C01672;C00026;C00047;C03273;C03196;C00489;C12455;C00431;C00042	R12216;R12215;R00462;R12214;R02274;R12217;R02401
M00957	Lysine_degradation_bacteria_L_lysine_glutarate_succinate_acetyl_CoA	K00468;K01506;K14268;K07250;K00135;K15737;K15736;K01041;K00252;K01692;K01825;K01782;K01825;K01782;K00626	C00332;C00026;C00990;C00047;C03273;C01144;C00527;C03196;C00489;C00877;C00431;C00042;C00024	R12216;R02273;R13035;R01975;R00238;R02488;R00449;R02274;R12217;R03026;R02401
M00958	Adenine_ribonucleotide_degradation_AMP_Urate	K01490;K01081;K19970;K03787;K18550;K01081;K19970;K11751;K03787;K02566;K08693;K01488;K19572;K05810;K03783;K03784;K09913;K05810;K00106;K00087;K13479;K13480;K13481;K13482;K11177;K11178;K13483	C00212;C00130;C00020;C00262;C00366;C00385;C00294	R00183;R01863;R01126;R02107;R01560;R01769;R01768;R00181;R02103
M00959	Guanine_ribonucleotide_degradation_GMP_Urate	K01081;K19970;K11751;K03787;K02566;K08693;K20881;K03783;K03784;K09913;K05810;K01487;K00106;K00087;K13479;K13480;K13481;K13482;K11177;K11178;K13483	C00144;C00242;C00366;C00385;C00387	R01676;R01227;R02107;R02147;R02103
M00960	Lysine_degradation_bacteria_L_lysine_D_lysine_succinate	K25316;K25317;K26064;K13609;K26065;K26061;K26062;K25986;K26063;K15737	C04092;C00739;C00042;C00026;C00047;C00956;C00450;C01087;C03239;C04076;C00322;C00408	R13011;R12216;R01939;R02203;R13037;R13034;R13036;R00460;R08414;R04175;R02317
M00961	Betacyanin_biosynthesis_L_tyrosine_amaranthin	K26037;K15777;K15776;K15774;K26038	C08539;C08540;C17751;C08538;C08537;C00355;C00082;C05604;C17758	R13031;R13032;R08822;R08836;R08821;R08824;R08820;R08837;R08816
M00962	Psilocybin_biosynthesis_tryptophan_psilocybin	K22433;K22434;K22435;K22436	C07576;C21779;C00398;C21778;C21762;C00078;C08312	R11936;R00685;R11912;R08480;R11935;R12142;R11933
M00963	Chanoclavine_aldehyde_biosynthesis_tryptophan_chanoclavine_I_aldehyde	K14130;K18884;K17746	C20379;C09131;C00078;C04290;C20410	R01657;R10166;R12104;R10128
M00964	Fumigaclavine_biosynthesis_chanoclavine_I_aldehyde_fumigaclavine_C	K19182;K19183;K19184;K14135	C20379;C20437;C20436;C20408;C20409;C20438;C21897	R10163;R10200;R12093;R12091;R12090;R10201
M00965	Vindoline_biosynthesis_tabersonine_vindoline	K12696;K21895;K22365;K22323;K21896;K12697;K12698	C11643;C01091;C04578;C11675;C02673;C09244;C01626;C21678	R03230;R05855;R04013;R05885;R11810;R05857;R11777
M00966	Equol_biosynthesis_daidzein_equol	K26069;K26175;K26070;K26071	C22556;C22558;C14131;C10208;C22557	R13054;R13057;R13055;R13056
M00967	Flavone_degradation_luteolin_apigenin_DHCA_phloretate	K26176;K26178;K22906	C01514;C22567;C10447;C01477;C05631;C00774;C02183;C01744;C00509	R02901;R13069;R13066;R13072;R13073;R13082
M00968	Pentose_bisphosphate_pathway_nucleoside_degradation_archaea_nucleoside_NMP_3_PGA_glycerone_phosphate	K00757;K26211;K26212;K21056;K26208;K18931;K18237;K01601;K26210;K01636	C01151;C00197;C00299;C01182;C00020;C00620;C00111;C00055;C00387;C00105;C22337	R13089;R10838;R10555;R13090;R01876;R02147;R03140;R10837;R10836;R11535;R12696
M00969	Fumagillin_biosynthesis_farnesyl_PP_fumagillin	K22569;K21295;K22570;K22571;K22572;K22573;K22574;K22575	C00448;C00083;C22617;C22651;C22619;C22618;C09668;C22631;C22629;C22650	R13122;R13106;R13147;R13117;R13104;R13123;R13146;R13145
M00970	Proline_degradation_proline_glutamate	K00318;K00294;K13821	C01165;C00148;C00025;C03912	R03314;R00245;R13148;R01253
M00971	QS_7_biosynthesis_2_3_epoxysqualene_QS_7	K15813;K20667;K26481;K26482;K26483;K26484;K26485;K26487;K26488;K26489;K26490;K26491;K26493;K26494;K26495	C22666;C22652;C22654;C22664;C22656;C22653;C08972;C22660;C01054;C17148;C08616;C08942;C22658	R13152;R06469;R10924;R13157;R13149;R13162;R13155;R13153;R13165;R13150;R13151;R13159
M00972	Proline_metabolism	K00819;K00286;K00318	C00077;C01165;C00148;C03912	R03314;R00667;R01251;R01248;R01253
M00973	Anammox_nitrite_ammonia_nitrogen	K00368;K15864;K20932;K20933;K20934;K20935	C00533;C00697;C00088;C00014;C05361	R00783;R00785;R09799;R07174
M00974	Betaine_metabolism_animals_betaine_glycine	K00544;K00315;K00306;K00314	C01026;C00037;C00213;C00719	R01565;R02821;R00610;R00611
M00975	Betaine_degradation_bacteria_betaine_pyruvate	K00479;K21832;K00309;K00315;K00301;K00302;K00303;K00304;K00305;K21833;K21834;K25960;K25961;K00600;K01752;K01754	C00022;C00213;C01026;C00037;C00719;C00065	R13028;R13029;R00945;R12967;R01564;R01565;R13016;R00610;R00220
M00976	C19_Steroid_hormone_biosynthesis_pregnenolone_testosterone_dihydrotestosterone	K00512;K00070;K04119;K10207;K13368;K13369;K13370;K12343;K12344;K12345	C00535;C03917;C05138;C01953;C00280;C01227	R01838;R01836;R08517;R02497;R03783;R01837
M00977	C19_Steroid_hormone_biosynthesis_androgen_backdoor_pathway_pregnenolone_androsterone_dihydrotestosterone	K00512;K00070;K12343;K13369;K00089;K00037;K04119;K10207	C22832;C00523;C03917;C01176;C05138;C01953;C03852;C22831	R08963;R13219;R04330;R03327;R13039;R03783;R13216;R13218;R13215;R13217
