c_number	entry	name	definition
C03082	M00018	Threonine_biosynthesis_aspartate_homoserine_threonine	K00928;K12524;K12525;K12526;K00133;K00003;K12524;K12525;K00872;K02204;K02203;K01733
C00263	M00018	Threonine_biosynthesis_aspartate_homoserine_threonine	K00928;K12524;K12525;K12526;K00133;K00003;K12524;K12525;K00872;K02204;K02203;K01733
C00049	M00018	Threonine_biosynthesis_aspartate_homoserine_threonine	K00928;K12524;K12525;K12526;K00133;K00003;K12524;K12525;K00872;K02204;K02203;K01733
C00188	M00018	Threonine_biosynthesis_aspartate_homoserine_threonine	K00928;K12524;K12525;K12526;K00133;K00003;K12524;K12525;K00872;K02204;K02203;K01733
C00441	M00018	Threonine_biosynthesis_aspartate_homoserine_threonine	K00928;K12524;K12525;K12526;K00133;K00003;K12524;K12525;K00872;K02204;K02203;K01733
C04272	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C00671	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C14463	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C04181	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C00022	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C00407	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C06007	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C00183	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C00109	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C06006	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C06010	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C00141	M00019	Valine_isoleucine_biosynthesis_pyruvate_valine_2_oxobutanoate_isoleucine	K01652;K01653;K11258;K00053;K01687;K00826
C00197	M00020	Serine_biosynthesis_glycerate_3P_serine	K00058;K00831;K01079;K02203;K22305;K25528
C03232	M00020	Serine_biosynthesis_glycerate_3P_serine	K00058;K00831;K01079;K02203;K22305;K25528
C00065	M00020	Serine_biosynthesis_glycerate_3P_serine	K00058;K00831;K01079;K02203;K22305;K25528
C01005	M00020	Serine_biosynthesis_glycerate_3P_serine	K00058;K00831;K01079;K02203;K22305;K25528
C00065	M00021	Cysteine_biosynthesis_serine_cysteine	K00640;K23304;K01738;K13034;K17069
C00097	M00021	Cysteine_biosynthesis_serine_cysteine	K00640;K23304;K01738;K13034;K17069
C00283	M00021	Cysteine_biosynthesis_serine_cysteine	K00640;K23304;K01738;K13034;K17069
C00979	M00021	Cysteine_biosynthesis_serine_cysteine	K00640;K23304;K01738;K13034;K17069
C00074	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C03175	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C00279	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C01269	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C00251	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C00944	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C00493	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C04691	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C02637	M00022	Shikimate_pathway_phosphoenolpyruvate_erythrose_4P_chorismate	K01626;K03856;K13853;K01735;K13829;K03785;K03786;K00014;K13832;K13830;K00891;K13829;K00800;K24018;K13830;K01736
C00251	M00023	Tryptophan_biosynthesis_chorismate_tryptophan	K01657;K01658;K13503;K13501;K01656;K00766;K13497;K01817;K24017;K01656;K01609;K13498;K13501;K01695;K01696;K06001;K01694
C00108	M00023	Tryptophan_biosynthesis_chorismate_tryptophan	K01657;K01658;K13503;K13501;K01656;K00766;K13497;K01817;K24017;K01656;K01609;K13498;K13501;K01695;K01696;K06001;K01694
C00078	M00023	Tryptophan_biosynthesis_chorismate_tryptophan	K01657;K01658;K13503;K13501;K01656;K00766;K13497;K01817;K24017;K01656;K01609;K13498;K13501;K01695;K01696;K06001;K01694
C01302	M00023	Tryptophan_biosynthesis_chorismate_tryptophan	K01657;K01658;K13503;K13501;K01656;K00766;K13497;K01817;K24017;K01656;K01609;K13498;K13501;K01695;K01696;K06001;K01694
C03506	M00023	Tryptophan_biosynthesis_chorismate_tryptophan	K01657;K01658;K13503;K13501;K01656;K00766;K13497;K01817;K24017;K01656;K01609;K13498;K13501;K01695;K01696;K06001;K01694
C04302	M00023	Tryptophan_biosynthesis_chorismate_tryptophan	K01657;K01658;K13503;K13501;K01656;K00766;K13497;K01817;K24017;K01656;K01609;K13498;K13501;K01695;K01696;K06001;K01694
C00166	M00024	Phenylalanine_biosynthesis_chorismate_phenylpyruvate_phenylalanine	K01850;K04092;K14187;K04093;K04516;K06208;K06209;K01713;K04518;K05359;K14170;K00832;K00838
C00079	M00024	Phenylalanine_biosynthesis_chorismate_phenylpyruvate_phenylalanine	K01850;K04092;K14187;K04093;K04516;K06208;K06209;K01713;K04518;K05359;K14170;K00832;K00838
C00254	M00024	Phenylalanine_biosynthesis_chorismate_phenylpyruvate_phenylalanine	K01850;K04092;K14187;K04093;K04516;K06208;K06209;K01713;K04518;K05359;K14170;K00832;K00838
C00251	M00024	Phenylalanine_biosynthesis_chorismate_phenylpyruvate_phenylalanine	K01850;K04092;K14187;K04093;K04516;K06208;K06209;K01713;K04518;K05359;K14170;K00832;K00838
C00082	M00025	Tyrosine_biosynthesis_chorismate_HPP_tyrosine	K01850;K04092;K14170;K04093;K04516;K06208;K06209;K04517;K00211;K14187;K00832;K00838
C00254	M00025	Tyrosine_biosynthesis_chorismate_HPP_tyrosine	K01850;K04092;K14170;K04093;K04516;K06208;K06209;K04517;K00211;K14187;K00832;K00838
C00251	M00025	Tyrosine_biosynthesis_chorismate_HPP_tyrosine	K01850;K04092;K14170;K04093;K04516;K06208;K06209;K04517;K00211;K14187;K00832;K00838
C01179	M00025	Tyrosine_biosynthesis_chorismate_HPP_tyrosine	K01850;K04092;K14170;K04093;K04516;K06208;K06209;K04517;K00211;K14187;K00832;K00838
C00135	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C04916	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C04896	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C01100	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C01267	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C02741	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C02739	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C04666	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C01929	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C00860	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C00119	M00026	Histidine_biosynthesis_PRPP_histidine	K00765;K02502;K01523;K01496;K11755;K14152;K01814;K24017;K02501;K02500;K01663;K01693;K00817;K04486;K05602;K18649;K01089;K00817;K00013;K14152
C00232	M00027	GABA_gamma_Aminobutyrate_shunt	K01580;K13524;K07250;K00823;K16871;K00135;K00139;K17761
C00334	M00027	GABA_gamma_Aminobutyrate_shunt	K01580;K13524;K07250;K00823;K16871;K00135;K00139;K17761
C00042	M00027	GABA_gamma_Aminobutyrate_shunt	K01580;K13524;K07250;K00823;K16871;K00135;K00139;K17761
C00025	M00027	GABA_gamma_Aminobutyrate_shunt	K01580;K13524;K07250;K00823;K16871;K00135;K00139;K17761
C00077	M00028	Ornithine_biosynthesis_glutamate_ornithine	K00618;K00619;K14681;K14682;K00620;K22477;K22478;K00930;K22478;K00145;K12659;K00818;K00821;K01438;K14677;K00620
C00025	M00028	Ornithine_biosynthesis_glutamate_ornithine	K00618;K00619;K14681;K14682;K00620;K22477;K22478;K00930;K22478;K00145;K12659;K00818;K00821;K01438;K14677;K00620
C01250	M00028	Ornithine_biosynthesis_glutamate_ornithine	K00618;K00619;K14681;K14682;K00620;K22477;K22478;K00930;K22478;K00145;K12659;K00818;K00821;K01438;K14677;K00620
C04133	M00028	Ornithine_biosynthesis_glutamate_ornithine	K00618;K00619;K14681;K14682;K00620;K22477;K22478;K00930;K22478;K00145;K12659;K00818;K00821;K01438;K14677;K00620
C00624	M00028	Ornithine_biosynthesis_glutamate_ornithine	K00618;K00619;K14681;K14682;K00620;K22477;K22478;K00930;K22478;K00145;K12659;K00818;K00821;K01438;K14677;K00620
C00437	M00028	Ornithine_biosynthesis_glutamate_ornithine	K00618;K00619;K14681;K14682;K00620;K22477;K22478;K00930;K22478;K00145;K12659;K00818;K00821;K01438;K14677;K00620
C00077	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C00169	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C00062	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C00327	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C03406	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C00014	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C00122	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C00086	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C00049	M00029	Urea_cycle	K01948;K00611;K01940;K01755;K14681;K01476
C05662	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C00026	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C05560	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C01251	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C00047	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C00956	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C04002	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C05535	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C00449	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C04076	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C00322	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C00024	M00030	Lysine_biosynthesis_AAA_pathway_2_oxoglutarate_2_aminoadipate_lysine	K01655;K17450;K01705;K05824;K00838;K00143;K00293;K24034;K00290
C00047	M00031	Lysine_biosynthesis_mediated_by_LysW_2_aminoadipate_lysine	K05826;K05827;K05828;K05829;K05830;K05831
C00956	M00031	Lysine_biosynthesis_mediated_by_LysW_2_aminoadipate_lysine	K05826;K05827;K05828;K05829;K05830;K05831
C19888	M00031	Lysine_biosynthesis_mediated_by_LysW_2_aminoadipate_lysine	K05826;K05827;K05828;K05829;K05830;K05831
C19889	M00031	Lysine_biosynthesis_mediated_by_LysW_2_aminoadipate_lysine	K05826;K05827;K05828;K05829;K05830;K05831
C19886	M00031	Lysine_biosynthesis_mediated_by_LysW_2_aminoadipate_lysine	K05826;K05827;K05828;K05829;K05830;K05831
C19887	M00031	Lysine_biosynthesis_mediated_by_LysW_2_aminoadipate_lysine	K05826;K05827;K05828;K05829;K05830;K05831
C06157	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C00332	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C00047	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C00956	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C15972	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C01144	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C00449	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C15973	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C00527	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C04076	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C00877	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C00322	M00032	Lysine_degradation_lysine_saccharopine_acetoacetyl_CoA	K14157;K14085;K00825;K15791;K00658;K00382;K00252;K07514;K07515;K07511;K00022
C06231	M00033	Ectoine_biosynthesis_aspartate_ectoine	K00928;K00133;K00836;K06718;K06720
C03283	M00033	Ectoine_biosynthesis_aspartate_ectoine	K00928;K00133;K00836;K06718;K06720
C03082	M00033	Ectoine_biosynthesis_aspartate_ectoine	K00928;K00133;K00836;K06718;K06720
C06442	M00033	Ectoine_biosynthesis_aspartate_ectoine	K00928;K00133;K00836;K06718;K06720
C00049	M00033	Ectoine_biosynthesis_aspartate_ectoine	K00928;K00133;K00836;K06718;K06720
C00441	M00033	Ectoine_biosynthesis_aspartate_ectoine	K00928;K00133;K00836;K06718;K06720
C00073	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C00170	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C01180	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C04188	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C01137	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C15651	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C15606	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C15650	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C04582	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C00019	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C03089	M00034	Methionine_salvage_pathway	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K05810;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K23977;K00832;K00838
C00073	M00035	Methionine_degradation	K00789;K00552;K00558;K17398;K17399;K01251;K01697;K10150
C00021	M00035	Methionine_degradation	K00789;K00552;K00558;K17398;K17399;K01251;K01697;K10150
C00155	M00035	Methionine_degradation	K00789;K00552;K00558;K17398;K17399;K01251;K01697;K10150
C00065	M00035	Methionine_degradation	K00789;K00552;K00558;K17398;K17399;K01251;K01697;K10150
C00019	M00035	Methionine_degradation	K00789;K00552;K00558;K17398;K17399;K01251;K01697;K10150
C02291	M00035	Methionine_degradation	K00789;K00552;K00558;K17398;K17399;K01251;K01697;K10150
C15975	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C02939	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C00164	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C15972	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C15973	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C03231	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C00356	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C03069	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C00233	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C00123	M00036	Leucine_degradation_leucine_acetoacetate_acetyl_CoA	K00826;K00166;K00167;K11381;K09699;K00382;K00253;K00249;K01968;K01969;K05607;K13766;K01640
C00643	M00037	Melatonin_biosynthesis_animals_tryptophan_serotonin_melatonin	K00502;K01593;K00669;K00543
C00978	M00037	Melatonin_biosynthesis_animals_tryptophan_serotonin_melatonin	K00502;K01593;K00669;K00543
C01598	M00037	Melatonin_biosynthesis_animals_tryptophan_serotonin_melatonin	K00502;K01593;K00669;K00543
C00078	M00037	Melatonin_biosynthesis_animals_tryptophan_serotonin_melatonin	K00502;K01593;K00669;K00543
C00780	M00037	Melatonin_biosynthesis_animals_tryptophan_serotonin_melatonin	K00502;K01593;K00669;K00543
C02220	M00038	Tryptophan_metabolism_tryptophan_kynurenine_2_aminomuconate	K00453;K00463;K01432;K14263;K07130;K00486;K01556;K00452;K03392;K10217;K23234
