c_number	entry	name	definition
C00695	M00106	Conjugated_bile_acid_biosynthesis_cholate_taurocholate_glycocholate	K08748;K00659
C01794	M00106	Conjugated_bile_acid_biosynthesis_cholate_taurocholate_glycocholate	K08748;K00659
C00187	M00107	Steroid_hormone_biosynthesis_cholesterol_pregnenolone_progesterone	K00498;K00070
C01953	M00107	Steroid_hormone_biosynthesis_cholesterol_pregnenolone_progesterone	K00498;K00070
C05502	M00107	Steroid_hormone_biosynthesis_cholesterol_pregnenolone_progesterone	K00498;K00070
C00410	M00107	Steroid_hormone_biosynthesis_cholesterol_pregnenolone_progesterone	K00498;K00070
C05500	M00107	Steroid_hormone_biosynthesis_cholesterol_pregnenolone_progesterone	K00498;K00070
C05501	M00107	Steroid_hormone_biosynthesis_cholesterol_pregnenolone_progesterone	K00498;K00070
C01124	M00108	C21_Steroid_hormone_biosynthesis_progesterone_corticosterone_aldosterone	K00513;K00497;K07433;K07433
C03205	M00108	C21_Steroid_hormone_biosynthesis_progesterone_corticosterone_aldosterone	K00513;K00497;K07433;K07433
C00410	M00108	C21_Steroid_hormone_biosynthesis_progesterone_corticosterone_aldosterone	K00513;K00497;K07433;K07433
C02140	M00108	C21_Steroid_hormone_biosynthesis_progesterone_corticosterone_aldosterone	K00513;K00497;K07433;K07433
C01780	M00108	C21_Steroid_hormone_biosynthesis_progesterone_corticosterone_aldosterone	K00513;K00497;K07433;K07433
C00735	M00109	C21_Steroid_hormone_biosynthesis_progesterone_cortisol_cortisone	K00512;K00513;K00497;K15680;K00071
C01176	M00109	C21_Steroid_hormone_biosynthesis_progesterone_cortisol_cortisone	K00512;K00513;K00497;K15680;K00071
C00410	M00109	C21_Steroid_hormone_biosynthesis_progesterone_cortisol_cortisone	K00512;K00513;K00497;K15680;K00071
C00762	M00109	C21_Steroid_hormone_biosynthesis_progesterone_cortisol_cortisone	K00512;K00513;K00497;K15680;K00071
C05488	M00109	C21_Steroid_hormone_biosynthesis_progesterone_cortisol_cortisone	K00512;K00513;K00497;K15680;K00071
C05290	M00110	C19_C18_Steroid_hormone_biosynthesis_pregnenolone_androstenedione_estrone	K00512;K00070;K07434
C05297	M00110	C19_C18_Steroid_hormone_biosynthesis_pregnenolone_androstenedione_estrone	K00512;K00070;K07434
C05138	M00110	C19_C18_Steroid_hormone_biosynthesis_pregnenolone_androstenedione_estrone	K00512;K00070;K07434
C01953	M00110	C19_C18_Steroid_hormone_biosynthesis_pregnenolone_androstenedione_estrone	K00512;K00070;K07434
C00280	M00110	C19_C18_Steroid_hormone_biosynthesis_pregnenolone_androstenedione_estrone	K00512;K00070;K07434
C01227	M00110	C19_C18_Steroid_hormone_biosynthesis_pregnenolone_androstenedione_estrone	K00512;K00070;K07434
C00468	M00110	C19_C18_Steroid_hormone_biosynthesis_pregnenolone_androstenedione_estrone	K00512;K00070;K07434
C05427	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C15882	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C02483	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C02477	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C15883	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C14151	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C00353	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C14154	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C00544	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C20738	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C14153	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C14152	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C14155	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C20737	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C14156	M00112	Tocopherol_tocotorienol_biosynthesis_homogentisate_phytyl_geranylgeranyl_PP_tocopherol_tocotorienol	K09833;K12502;K18534;K09834;K05928
C16336	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16328	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16335	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16327	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16330	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C06427	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C04672	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C04780	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16334	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16339	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16332	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16338	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16317	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C16331	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C04785	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C01226	M00113	Jasmonic_acid_biosynthesis	K00454;K01723;K10525;K05894;K10526;K00232;K10527;K07513
C00275	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C00072	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C00636	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C01825	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C00085	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C15926	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C00096	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C01115	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C02280	M00114	Ascorbate_biosynthesis_plants_fructose_6P_ascorbate	K01809;K17497;K00966;K10046;K14190;K10047;K17744;K00225
C05840	M00115	NAD_biosynthesis_aspartate_quinolinate_NAD	K00278;K06989;K03517;K00767;K00969;K06210;K01916;K01950
C00857	M00115	NAD_biosynthesis_aspartate_quinolinate_NAD	K00278;K06989;K03517;K00767;K00969;K06210;K01916;K01950
C01185	M00115	NAD_biosynthesis_aspartate_quinolinate_NAD	K00278;K06989;K03517;K00767;K00969;K06210;K01916;K01950
C00049	M00115	NAD_biosynthesis_aspartate_quinolinate_NAD	K00278;K06989;K03517;K00767;K00969;K06210;K01916;K01950
C03722	M00115	NAD_biosynthesis_aspartate_quinolinate_NAD	K00278;K06989;K03517;K00767;K00969;K06210;K01916;K01950
C00003	M00115	NAD_biosynthesis_aspartate_quinolinate_NAD	K00278;K06989;K03517;K00767;K00969;K06210;K01916;K01950
C00885	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C05817	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C00251	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C05819	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C03657	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C19847	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C02730	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C16519	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C05847	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C03160	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C15547	M00116	Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol	K02552;K02551;K08680;K02549;K01911;K01661;K19222;K02548;K03183
C00251	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C05848	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C21860	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C00390	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C19858	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C17552	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C00156	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C05847	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C05807	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C19859	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C17551	M00117	Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol	K03181;K18240;K03179;K03182;K03186;K18800;K00568;K03185;K03183;K03184;K06134;K00568
C00051	M00118	Glutathione_biosynthesis_glutamate_glutathione	K11204;K11205;K01919;K21456;K01920
C00669	M00118	Glutathione_biosynthesis_glutamate_glutathione	K11204;K11205;K01919;K21456;K01920
C00025	M00118	Glutathione_biosynthesis_glutamate_glutathione	K11204;K11205;K01919;K21456;K01920
C00864	M00119	Pantothenate_biosynthesis_valine_L_aspartate_pantothenate	K00826;K00606;K00077;K01579;K01918;K13799
C00522	M00119	Pantothenate_biosynthesis_valine_L_aspartate_pantothenate	K00826;K00606;K00077;K01579;K01918;K13799
C00183	M00119	Pantothenate_biosynthesis_valine_L_aspartate_pantothenate	K00826;K00606;K00077;K01579;K01918;K13799
C00049	M00119	Pantothenate_biosynthesis_valine_L_aspartate_pantothenate	K00826;K00606;K00077;K01579;K01918;K13799
C00099	M00119	Pantothenate_biosynthesis_valine_L_aspartate_pantothenate	K00826;K00606;K00077;K01579;K01918;K13799
C00141	M00119	Pantothenate_biosynthesis_valine_L_aspartate_pantothenate	K00826;K00606;K00077;K01579;K01918;K13799
C00966	M00119	Pantothenate_biosynthesis_valine_L_aspartate_pantothenate	K00826;K00606;K00077;K01579;K01918;K13799
C00864	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA	K00867;K03525;K01947;K09680;K01922;K21977;K01598;K13038;K02318;K00954;K02201;K00859
C00882	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA	K00867;K03525;K01947;K09680;K01922;K21977;K01598;K13038;K02318;K00954;K02201;K00859
C01134	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA	K00867;K03525;K01947;K09680;K01922;K21977;K01598;K13038;K02318;K00954;K02201;K00859
C04352	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA	K00867;K03525;K01947;K09680;K01922;K21977;K01598;K13038;K02318;K00954;K02201;K00859
C00010	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA	K00867;K03525;K01947;K09680;K01922;K21977;K01598;K13038;K02318;K00954;K02201;K00859
C03492	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA	K00867;K03525;K01947;K09680;K01922;K21977;K01598;K13038;K02318;K00954;K02201;K00859
C00430	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C00931	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C02987	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C01024	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C00025	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C03741	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C00032	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C03263	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C01079	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C01051	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C02191	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme	K01885;K02492;K01845;K01698;K01749;K01719;K13542;K13543;K01599;K00228;K02495;K00230;K00231;K08973;K01772
C06506	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C06509	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C06504	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C04778	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C06507	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C05775	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C00194	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C06508	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C06510	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C03114	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin	K00798;K19221;K02232;K02225;K02227;K02231;K00768;K02226;K22316;K02233
C01037	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin	K00652;K00833;K19563;K01935;K19562;K01012
C01092	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin	K00652;K00833;K19563;K01935;K19562;K01012
C00120	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin	K00652;K00833;K19563;K01935;K19562;K01012
C01909	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin	K00652;K00833;K19563;K01935;K19562;K01012
C19845	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin	K00652;K00833;K19563;K01935;K19562;K01012
C01063	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin	K00652;K00833;K19563;K01935;K19562;K01012
C03393	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P	K03472;K03473;K00831;K00097;K03474;K00275
C00279	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P	K03472;K03473;K00831;K00097;K03474;K00275
C06055	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P	K03472;K03473;K00831;K00097;K03474;K00275
C00627	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P	K03472;K03473;K00831;K00097;K03474;K00275
C00018	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P	K03472;K03473;K00831;K00097;K03474;K00275
C06054	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P	K03472;K03473;K00831;K00097;K03474;K00275
C11638	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P	K03472;K03473;K00831;K00097;K03474;K00275
C07335	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P	K03472;K03473;K00831;K00097;K03474;K00275
C00255	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C04732	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C00044	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C04332	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C00016	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C01304	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C00061	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C00199	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C04454	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C01268	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C15556	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD	K01497;K14652;K01498;K00082;K11752;K22912;K20860;K20861;K20862;K21063;K21064;K02858;K14652;K00794;K00793;K20884;K22949;K11753
C04895	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C05923	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C00044	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C06148	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C05925	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C04807	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C05922	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C01300	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C04874	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C00101	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C00415	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C00921	M00126	Tetrahydrofolate_biosynthesis_GTP_THF	K01495;K09007;K22391;K01077;K01113;K08310;K19965;K13939;K13940;K01633;K00950;K00796;K01633;K13941;K11754;K20457;K00287;K13998
C11437	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C00068	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C15814	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C01081	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C20247	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C04752	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C15813	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C03373	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C00082	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
